aleph system no.,dom id,author (o),author (n),author_wikidata_url,author_wikidata_id,title (o),title (n),metadata,edition,other authors (o),other authors (n),series,subject,imprint (o),p year,p location,p name,type
14826078,lsidyv2eb1f437,"muellner, amand gottfried adolph.","muellner, amand gottfried adolph",,,"guilt, or, the gipsey's prophecy: a tragedy [in five acts and in verse] by a. m. followed by schiller's “ideal” and “the cranes of ibycus.” translated from the ... german by w. e. frye. [electronic resource]","guilt, or, the gipsey's prophecy: a tragedy",by a. m. followed by schiller's “ideal” and “the cranes of ibycus.” translated from the...german by w. e. frye,,"frye, william edward.","frye, william edward",,,"london, 1819.",1819,london,,tragedy
14826226,lsidyv3a9aa8b4,"nabbes, thomas.","nabbes, thomas",https://www.wikidata.org/wiki/Q7792668,Q7792668,hannibal and scipio. an historicall tragedy [in five acts and in verse]. [electronic resource],hannibal and scipio. an historicall tragedy,[in five acts and in verse],,,,,,"london : r. oulton, for c. greene, 1637.",1637,london,r. oulton for c. greene,tragedy
14826772,lsidyv345cfa5d,"otway, thomas.","otway, thomas",https://www.wikidata.org/wiki/Q955217,Q955217,alcibiades. a tragedy [in five acts and in verse]. [electronic resource],alcibiades. a tragedy,[in five acts and in verse],,,,,,"london : w. cademan, 1675.",1675,london,w. cademan,tragedy
14826775,lsidyv345cb97d,"otway, thomas.","otway, thomas",https://www.wikidata.org/wiki/Q955217,Q955217,"don carlos, prince of spain, a tragedy [in five acts and in verse]. the fourth edition corrected. [electronic resource]","don carlos, prince of spain, a tragedy",[in five acts and in verse]. the fourth edition corrected,,,,,,"london : r. bentley, 1695.",1695,london,r. bentley,tragedy
14826777,lsidyv338f705e,"otway, thomas, 1652-1685.","otway, thomas",https://www.wikidata.org/wiki/Q955217,Q955217,the history and fall of caius marius. a tragedy [in five acts and in verse]. [electronic resource],the history and fall of caius marius. a tragedy,[in five acts and in verse],,,,,,"london, 1692.",1692,london,,tragedy
14826779,lsidyv34614726,"otway, thomas, 1652-1685.","otway, thomas",https://www.wikidata.org/wiki/Q955217,Q955217,"venice preserv'd, or, the plot discover'd. a tragedy, etc. [in five acts and in verse.] ms. note. [electronic resource]","venice preserv'd, or, the plot discover'd. a tragedy, etc.",[in five acts and in verse.] ms. note,,,,,,"london : j. hindmarsh, 1682.",1682,london,j. hindmarsh,tragedy
14826781,lsidyv345d0432,"otway, thomas.","otway, thomas",https://www.wikidata.org/wiki/Q955217,Q955217,heroick friendship. a tragedy. by the late mr otway. [a spurious work. in verse. with a preface signed: j. c.] [electronic resource],heroick friendship. a tragedy. by the late mr otway,[a spurious work. in verse. with a preface signed: j. c.],,"c., j.","c., j.",,,"london : w. mears & r. king, 1719.",1719,london,w. mears & r. king,tragedy
14826864,lsidyv349d418a,,,,,"paetus and arria; a tragedy in five acts [and in verse]. to which is prefixed a letter, addressed to t. sheridan esqre., on the present state of the english stage. [by john nicholson.] [electronic resource]",paetus and arria; a tragedy in five acts,"[and in verse]. to which is prefixed a letter, addressed to t. sheridan esqre., on the present state of the english stage. [by john nicholson.]",,,,,,"cambridge, 1809.",1809,cambridge,,tragedy
14826939,lsidyv349d43df,,,,,"panthea, queen of susia; a tragedy in five acts [and in verse, founded on the story in the cyropædia of xenophon]. [electronic resource]","panthea, queen of susia; a tragedy","in five acts [and in verse, founded on the story in the cyropædia of xenophon]",,,,,,"london, 1809.",1809,london,,tragedy
14826995,lsidyv314b8591,"parlby, brooke bridges.","parlby, brooke bridges",,,"revenge, or the novice of san martino, a tragedy [in five acts and in verse]. [electronic resource]","revenge, or the novice of san martino, a tragedy",[in five acts and in verse],,,,,,"london, 1818.",1818,london,,tragedy
14827087,lsidyv3350374e,,,,,pausanias the betrayer of his country. a tragedy [in five acts and in verse]. ... written by a person of quality [r. norton. edited by t. southern]. [electronic resource],pausanias the betrayer of his country. a tragedy,[in five acts and in verse]. written by a person of quality [r. norton. edited by t. southern]...,,"norton, richard, of southwick, hants. -- southern, thomas.","norton, richard, .  southern, thomas",,"pausanias, of sparta, fl. 479-470 b.c.","london, 1696.",1696,london,,tragedy
14827111,lsidyv34ec7ea8,"paynter, david william.","paynter, david william",https://www.wikidata.org/wiki/Q17013878,Q17013878,"eurypilus, king of sicily: a tragedy in five acts [and in verse]. [electronic resource]","eurypilus, king of sicily: a tragedy in five acts",[and in verse],,,,,,"manchester, 1817.",1817,manchester,,tragedy
14827112,lsidyv39f22d02,"paynter, david william.","paynter, david william",https://www.wikidata.org/wiki/Q17013878,Q17013878,"king stephen; or, the battle of lincoln; an historical tragedy in five acts [and in verse]. [electronic resource]","king stephen; or, the battle of lincoln; an historical tragedy in five acts",[and in verse],,,,,,"manchester, 1822.",1822,manchester,,tragedy
14827169,lsidyv34fb4b61,"pellico, silvio.","pellico, silvio",https://www.wikidata.org/wiki/Q435151,Q435151,francesca da rimini. a tragedy ... translated in english verse with critical preface and historical introduction by the rev. j. f. bingham. [electronic resource],francesca da rimini. a tragedy,translated in english verse with critical preface and historical introduction by the rev. j. f. bingham...,,"bingham, joel foote.","bingham, joel foote",,,"cambridge [mass.] : charles w. seaver, 1897.",1897,cambridge,charles w. seaver,tragedy
14827305,lsidyv31b020e3,,,,,"phaeton, or the fatal divorce, a tragedy [in five acts and in verse, by c. gildon] ... with some reflections on a book [by jeremy collier] call'd, a short view of the immorality ... of the english stage. [electronic resource]","phaeton, or the fatal divorce, a tragedy","[in five acts and in verse, by c. gildon] with some reflections on a book [by jeremy collier] call'd, a short view of the immorality...of the english stage",,,,,,"london, 1698.",1698,london,,tragedy
14827361,lsidyv3350a14c,,,,,"philodamus, a tragedy [in five acts and in verse. by r. bentley]. [electronic resource]","philodamus, a tragedy",[in five acts and in verse. by r. bentley],,"bentley, richard, son of richard bentley, d.d.","bentley, richard",,,"london, 1767.",1767,london,,tragedy
14827466,lsidyv3351c9a2,"piso, gaius calpurnius, d. 65.","piso, gaius calpurnius",https://www.wikidata.org/wiki/Q469118,Q469118,"piso's conspiracy, a tragedy [in five acts and in verse, altered from nathaniel lee's tragedy of nero, published anonymously in 1624]. [electronic resource]","piso's conspiracy, a tragedy","[in five acts and in verse, altered from nathaniel lee's tragedy of nero, published anonymously in 1624]",,"lee, nathaniel.","lee, nathaniel",,,"london : t. m. for w. cademan, 1676.",1676,london,t. m. for w. cademan,tragedy
14827598,lsidyv345caf82,"pompeius magnus, cneius.","pompeius magnus, cneius",https://www.wikidata.org/wiki/Q125414,Q125414,"pompey the great, a tragedy. translated out of french [p. corneille's “mort de pompée”], by certain persons of honour [edmund waller, c. sackville, sir c. sedley and s. godolphin. in five acts and in verse]. [electronic resource]","pompey the great, a tragedy","translated out of french [p. corneille's “mort de pompée”], by certain persons of honour [edmund waller, c. sackville, sir c. sedley and s. godolphin. in five acts and in verse]",,"corneille, pierre, 1606-1684. -- godolphin, sidney, the poet. -- sackville, charles, earl of dorset. -- sedley, charles, sir, bart. -- waller, edmund, the poet.","corneille, pierre, .  godolphin, sidney, .  sackville, charles, .  sedley, charles, bart.  waller, edmund",,,"london, 1664.",1664,london,,tragedy
14827628,lsidyv3097b248,"porrett, robert.","porrett, robert",,,"clarissa: or, the fatal seduction. a tragedy [in five acts], in prose. founded on richardson's celebrated novel of clarissa harlowe. [electronic resource]","clarissa: or, the fatal seduction. a tragedy","[in five acts], in prose. founded on richardson's celebrated novel of clarissa harlowe",,"richardson, samuel, the novelist.","richardson, samuel",,,"london, 1788.",1788,london,,tragedy
14827638,lsidyv39f39ed1,"hingston, edward p. (edward peron), ca. 1823-1876","hingston,  edward peron",https://www.wikidata.org/wiki/Q109410591,Q109410591,"helen porter: or, a wife's tragedy and a sister's trials. a romance. by the author of mildred winnerley,"" ""the hangman's daughter,"" &c. &c. [i.e. e. p. hingston]. [electronic resource]""","helen porter: or, a wife's tragedy and a sister's trials. a romance","by the author of mildred winnerley,"" ""the hangman's daughter,"" &c. &c. [i.e. e. p. hingston]. """,,,,,english fiction,"london : published by e. lloyd ... , [1852].",1852,london,published by e. lloyd ...,tragedy
14827648,lsidyv345b3013,"porter, thomas, dramatist.","porter, thomas",https://www.wikidata.org/wiki/Q7793222,Q7793222,"the villain, a tragedy [in five acts and in verse], etc. [electronic resource]","the villain, a tragedy, etc.",[in five acts and in verse],,,,,,"london, 1663.",1663,london,,tragedy
14827681,lsidyv338f14c9,"powell, george, actor.","powell, george",https://www.wikidata.org/wiki/Q5543521,Q5543521,"alphonso, king of naples, a tragedy [in five acts and in verse]. [electronic resource]","alphonso, king of naples, a tragedy",[in five acts and in verse],,,,,,"london, 1691.",1691,london,,tragedy
14827682,lsidyv345d6d75,"powell, george, actor.","powell, george",https://www.wikidata.org/wiki/Q5543521,Q5543521,"[the treacherous brothers. a tragedy [in five acts, and in verse], etc.] [electronic resource]","the treacherous brothers. a tragedy, etc.","[in five acts, and in verse]",another edition,,,,,"london, 1696.",1696,london,,tragedy
14827709,lsidyv39ffd684,"prescott, e. livingston, pseud. [i.e. edith katharine spicer jay.]",edith katharine spicer jay,,,dearer than honour: a fool's tragedy. [electronic resource],dearer than honour: a fool's tragedy,,,,,,,"london : hutchinson & co., 1898.",1898,london,hutchinson & co.,tragedy
14827864,lsidyv3352e23d,"pye, henry james.","pye, henry james",https://www.wikidata.org/wiki/Q2679953,Q2679953,"adelaide, a tragedy in five acts [and in verse]. [electronic resource]","adelaide, a tragedy in five acts",[and in verse],,,,,,"london, 1800.",1800,london,,tragedy
14828003,lsidyv3352b51b,,,,,"the rape; or, the innocent impostors. a tragedy [in five acts and in verse, by n. brady]. [electronic resource]","the rape; or, the innocent impostors. a tragedy","[in five acts and in verse, by n. brady]",,"brady, nicholas, the elder.","brady, nicholas, the elder",,,"london, 1692.",1692,london,,tragedy
14828025,lsidyv3493d99e,,,,,"ravenna: or, italian love. a tragedy, in five acts. [in verse. based on “kabale und liebe” by j. c. f. von schiller. by john bertridge clarke? and another.] [electronic resource]","ravenna: or, italian love. a tragedy, in five acts",[in verse. based on “kabale und liebe” by j. c. f. von schiller. by john bertridge clarke? and another.],,"clarke, john bertridge. -- schiller, friedrich, 1759-1805","clarke, john bertridge.  schiller, friedrich",,,"london : g. b. whittaker, 1824.",1824,london,g. b. whittaker,tragedy
14828030,lsidyv345cf12b,"ravenscroft, edward, dramatist.","ravenscroft, edward",https://www.wikidata.org/wiki/Q3048652,Q3048652,"the italian husband. a tragedy, etc. [in three acts and in verse]. (epilogue writ by j. haynes.). [electronic resource]","the italian husband. a tragedy, etc.",[in three acts and in verse]. (epilogue writ by j. haynes.),,,,,,"london, 1698.",1698,london,,tragedy
14828038,lsidyv3350b7ba,"rawlins, thomas, dramatist.","rawlins, thomas",https://www.wikidata.org/wiki/Q16863599,Q16863599,"the rebellion: a tragedy, etc. [in five acts and in verse.] [electronic resource]","the rebellion: a tragedy, etc.",[in five acts and in verse.],,,,,,"london : j. okes, for d. frere, 1640.",1640,london,j. okes for d. frere,tragedy
14828223,lsidyv3353e398,,,,,"the english princess, or, the death of richard the iii. a tragedy [in five acts and in verse. by j. caryl]. [electronic resource]","the english princess, or, the death of richard the iii. a tragedy",[in five acts and in verse. by j. caryl],,"caryl, john.","caryl, john",,"richard iii, king of england, 1452-1485","london, 1667.",1667,london,,tragedy
14828224,lsidyv33521165,,,,,"[the english princess, or, the death of richard the iii. a tragedy [in five acts and in verse. by j. caryl].] [electronic resource]","the english princess, or, the death of richard the iii. a tragedy",[in five acts and in verse. by j. caryl],another edition,,,,"richard iii, king of england, 1452-1485","london, 1674.",1674,london,,tragedy
14828354,lsidyv3423f59c,,,,,"the traytor, a tragedy [in five acts and in verse] with alterations, amendments and additions. written by mr. rivers. [electronic resource]","the traytor, a tragedy","[in five acts and in verse] with alterations, amendments and additions. written by mr. rivers",,"shirley, james, 1596-1666.","shirley, james",,,"london, 1692.",1692,london,,tragedy
14828438,lsidyv34af3e3f,"robinson, morris, baron rokeby.","robinson, morris",https://www.wikidata.org/wiki/Q6913869,Q6913869,the fall of mortimer; a tragedy in five acts [and in verse]. [electronic resource],the fall of mortimer; a tragedy in five acts,[and in verse],,,,,,"london, 1806.",1806,london,,tragedy
14828509,lsidyv3352b37a,,,,,"the roman bride's revenge; a tragedy [in five acts and in verse, by c. gildon]. [electronic resource]",the roman bride's revenge; a tragedy,"[in five acts and in verse, by c. gildon]",,,,,,"london, 1697.",1697,london,,tragedy
14828645,lsidyv31a941b0,"rowley, william, dramatist.","rowley, william",https://www.wikidata.org/wiki/Q2248582,Q2248582,"a tragedy called all's lost by lust. [in five acts, in verse and prose.] [electronic resource]",a tragedy called all's lost by lust,"[in five acts, in verse and prose.]",,,,,,"london : t. harper, 1633.",1633,london,t. harper,tragedy
14828707,lsidyv349cb67c,"russell, john russell, earl, 1792-1878","russell, john russell",https://www.wikidata.org/wiki/Q157259,Q157259,"don carlos; or, persecution. a tragedy, in five acts [and in verse]. [electronic resource]","don carlos; or, persecution. a tragedy, in five acts",[and in verse],,,,,,"london : longman & hurst, 1822.",1822,london,longman & hurst,tragedy
14828714,lsidyv3a1c4711,"russell, percy, journalist.","russell, percy",,,"a cumberland tragedy; or, a wife's ordeal. [electronic resource]","a cumberland tragedy; or, a wife's ordeal",,,,,,,"london : mentz & co., 1896.",1896,london,mentz & co.,tragedy
14828734,lsidyv35449e98,"russell, william clark.","russell, william clark",https://www.wikidata.org/wiki/Q12407121,Q12407121,"the tragedy of ida noble, etc. [a novel.] [electronic resource]","the tragedy of ida noble, etc.",[a novel.],,,,,,"london : hutchinson & co., 1893.",1893,london,hutchinson & co.,tragedy
14828779,lsidyv34ef8b66,"s*****, a.","socrates, a.",https://www.wikidata.org/wiki/Q913,Q913,"socrates, a tragedy in five acts; written 1814. [the dedication signed: a. s*****.] (plan du poëme de lothaire.-extracts from lothaire, an unfinished poem; and other detached pieces.). [electronic resource]","socrates, a tragedy in five acts","; written 1814. [the dedication signed: a. s*****.] (plan du poëme de lothaire.-extracts from lothaire, an unfinished poem; and other detached pieces.)",,socrates.,socrates,,,"paris : sétier, 1822.",1822,paris,sétier,tragedy
14828855,lsidyv3a5830ce,"saint john, john, hon.","saint john, john",,,"[mary queen of scots, a tragedy [in five acts and in verse].] [electronic resource]","mary queen of scots, a tragedy",[in five acts and in verse],third edition,,,,,"london, 1789.",1789,london,,tragedy
14828939,lsidyv32d7c8e9,"saunders, charles, of westminster school.","saunders, charles",,,"tamerlane the great, a tragedy [in five acts and in verse]. [electronic resource]","tamerlane the great, a tragedy",[in five acts and in verse],,"dryden, john, 1631-1700.","dryden, john",,,"london, 1681.",1681,london,,tragedy
14829091,lsidyv33530eaf,"scott, thomas, secretary to the earl of roxburgh.","scott, thomas",,,"the unhappy kindness: or, a fruitless revenge. a tragedy ... [in verse and prose.] written [sic] by mr. scot [or rather, adapted by him from “a wife for a month” by francis beaumont and john fletcher]. [electronic resource]","the unhappy kindness: or, a fruitless revenge. a tragedy","[in verse and prose.] written [sic] by mr. scot [or rather, adapted by him from “a wife for a month” by francis beaumont and john fletcher]...",,"beaumont, francis, 1584-1616.","beaumont, francis",,,"london : [48]. h. rhodes, etc., 1697.",1697,london,[48]. h. rhodes etc.,tragedy
14829209,lsidyv338f79b2,"sedley, charles, sir, bart.","sedley, charles",https://www.wikidata.org/wiki/Q1066050,Q1066050,"antony and cleopatra; a tragedy [in five acts and in verse], etc. [electronic resource]","antony and cleopatra; a tragedy, etc.",[in five acts and in verse],,,,,,"london, 1677.",1677,london,,tragedy
14829242,lsidyv346136d7,"seneca, lucius annaeus, ca. 4 b.c.-65 a.d.","seneca, lucius annaeus",https://www.wikidata.org/wiki/Q2054,Q2054,l. annæus seneca's troas. a tragedy. translated from the latine by j. t[albot]. [electronic resource],l. annæus seneca's troas. a tragedy.,. translated from the latine by j. t[albot],,"t., j. -- talbot, james, rector of spofforth.","t., j.  talbot, james",,,"london : j. tonson, 1686.",1686,london,j. tonson,tragedy
14829275,lsidyv345d1b62,"settle, elkanah.","settle, elkanah",https://www.wikidata.org/wiki/Q5364188,Q5364188,"the ambitious slave: or, a generous revenge, a tragedy [in five acts and in verse]. [electronic resource]","the ambitious slave: or, a generous revenge, a tragedy",[in five acts and in verse],,,,,,"london, 1694.",1694,london,,tragedy
14829277,lsidyv3350408f,"settle, elkanah.","settle, elkanah",https://www.wikidata.org/wiki/Q5364188,Q5364188,"[cambyses, king of persia, a tragedy [in five acts and in verse], etc.] [electronic resource]","cambyses, king of persia, a tragedy, etc.",[in five acts and in verse],,,,,,"london, 1675.",1675,london,,tragedy
14829278,lsidyv345d153b,"settle, elkanah.","settle, elkanah",https://www.wikidata.org/wiki/Q5364188,Q5364188,"the conquest of china, by the tartars. a tragedy [in five acts and in verse]. [electronic resource]","the conquest of china, by the tartars. a tragedy",[in five acts and in verse],,"mayer, johann friedrich, professor of theology at wittenberg.","mayer, johann friedrich",,,"london, 1676.",1676,london,,tragedy
14829279,lsidyv3351104f,"settle, elkanah.","settle, elkanah",https://www.wikidata.org/wiki/Q5364188,Q5364188,"distress'd innocence: or, the princess of persia. a tragedy [in five acts and in verse]. [electronic resource]","distress'd innocence: or, the princess of persia. a tragedy",[in five acts and in verse],,,,,,"london, 1691.",1691,london,,tragedy
14829280,lsidyv345d133a,"settle, elkanah.","settle, elkanah",https://www.wikidata.org/wiki/Q5364188,Q5364188,"[the empress of morocco. a tragedy [in five acts and in verse]. with sculptures, etc. (the second prologue at court ... by the lord rochester.)] [electronic resource]",the empress of morocco. a tragedy,"[in five acts and in verse]. with sculptures, etc. (the second prologue at court...by the lord rochester.)",another edition,,,,,"london, 1687.",1687,london,,tragedy
14829281,lsidyv345d1754,"settle, elkanah.","settle, elkanah",https://www.wikidata.org/wiki/Q5364188,Q5364188,the female prelate: being the history of the life and death of pope joan. a tragedy [in five acts and in verse]. [electronic resource],the female prelate: being the history of the life and death of pope joan. a tragedy,[in five acts and in verse],,,,,,"london : w. cademan, 1680.",1680,london,w. cademan,tragedy
14829282,lsidyv345d1d33,"settle, elkanah.","settle, elkanah",https://www.wikidata.org/wiki/Q5364188,Q5364188,"[the heir of morocco, with the death of gayland. [a tragedy, in five acts, in verse, etc.]] [electronic resource]","the heir of morocco, with the death of gayland","[a tragedy, in five acts, in verse, etc.]",another edition,,,,,"london, 1694.",1694,london,,tragedy
14829283,lsidyv338f7e5c,"settle, elkanah.","settle, elkanah",https://www.wikidata.org/wiki/Q5364188,Q5364188,love and revenge: a tragedy [in five acts and in verse]. [electronic resource],love and revenge: a tragedy,[in five acts and in verse],,,,,,"london, 1675.",1675,london,,tragedy
14829304,lsidyv345e1388,"shadwell, thomas, poet laureate.","shadwell, thomas",https://www.wikidata.org/wiki/Q1230771,Q1230771,"the libertine: a tragedy, etc. [in five acts, in verse and in prose.] [electronic resource]","the libertine: a tragedy, etc.","[in five acts, in verse and in prose.]",,,,,,"london, 1676.",1676,london,,tragedy
14829308,lsidyv345ffc17,"shadwell, thomas, poet laureate.","shadwell, thomas",https://www.wikidata.org/wiki/Q1230771,Q1230771,"psyche: a tragedy, etc. [in five acts and in verse, partly borrowed from the french of molière.] [electronic resource]","psyche: a tragedy, etc.","[in five acts and in verse, partly borrowed from the french of molière.]",,"molière, 1622-1673.",molière,,,"london, 1675.",1675,london,,tragedy
14829329,lsidyv314daa78,"shakespeare, william, 1564-1616","shakespeare, william",https://www.wikidata.org/wiki/Q692,Q692,cymbeline. a tragedy. altered from shakespeare. as it is perform'd at the theatre-royal in covent-garden. by w. hawkins. [electronic resource],cymbeline. a tragedy.altered from shakespeare,. as it is perform'd at the theatre-royal in covent-garden. by w. hawkins,,"hawkins, william, prebendary of wells.","hawkins, william",,,"london : j. rivington & j. fletcher, 1759.",1759,london,j. rivington & j. fletcher,tragedy
14829331,lsidyv345fc1a6,"shakespeare, william, 1564-1616","shakespeare, william",https://www.wikidata.org/wiki/Q692,Q692,[the tragedy of hamlet. as it is now acted at his highness the duke of york's theatre.] [electronic resource],the tragedy of hamlet,. as it is now acted at his highness the duke of york's theatre,another edition the tragedy of hamlet  as it is now acted at the theatre royal by their majesties servants,,,,,"london : r. bentley, 1695.",1695,london,r. bentley,tragedy
14829333,lsidyv32c46b43,"shakespeare, william, 1564-1616","shakespeare, william",https://www.wikidata.org/wiki/Q692,Q692,"some remarks on the tragedy of hamlet, prince of denmark, written by mr. william shakespeare. [electronic resource]","some remarks on the tragedy of hamlet, prince of denmark, written by mr. william shakespeare",,,,,,,"london : w. wilkins, 1736.",1736,london,w. wilkins,tragedy
14829342,lsidyv2eb3bb00,"shakespeare, william, 1564-1616","shakespeare, william",https://www.wikidata.org/wiki/Q692,Q692,"romeo and juliet, a tragedy. [with alterations by david garrick.] [electronic resource]","romeo and juliet, a tragedy",[with alterations by david garrick.],,,,,,"london : h. garland, [1750.].",1750,london,h. garland,tragedy
14829352,lsidyv345ce384,"shakespeare, william, 1564-1616","shakespeare, william",https://www.wikidata.org/wiki/Q692,Q692,"titus andronicus; or the rape of lavinia; a tragedy, alter'd from mr. shakespear's works, by mr. edw. ravenscroft. [electronic resource]",titus andronicus; or the rape of lavinia; a tragedy,", alter'd from mr. shakespear's works, by mr. edw. ravenscroft",,"ravenscroft, edward, dramatist.","ravenscroft, edward",,,"london : printed by j. b., for j. hindmarsh, 1687.",1687,london,printed by j. b. for j. hindmarsh,tragedy
14829403,lsidyv34701094,"sheil, richard lalor, right hon.","sheil, richard lalor",https://www.wikidata.org/wiki/Q7327224,Q7327224,"adelaide: or, the emigrants: a tragedy [in five acts, in verse], etc. [electronic resource]","adelaide: or, the emigrants: a tragedy, etc.","[in five acts, in verse]",,,,,,"dublin, 1814.",1814,dublin,,tragedy
14829405,lsidyv2eb40896,"sheil, richard lalor, right hon.","sheil, richard lalor",https://www.wikidata.org/wiki/Q7327224,Q7327224,"the apostate, a tragedy, in five acts [in prose]. third edition. [electronic resource]","the apostate, a tragedy, in five acts",[in prose]. third edition,,,,,,"london, 1817.",1817,london,,tragedy
14829408,lsidyv34af4ac3,"sheil, richard lalor, right hon.","sheil, richard lalor",https://www.wikidata.org/wiki/Q7327224,Q7327224,"bellamira; or, the fall of tunis. a tragedy, in five acts, etc. [electronic resource]","bellamira; or, the fall of tunis. a tragedy, in five acts, etc.",,,,,,,"london : [78]. john murray, 1818.",1818,london,[78]. john murray,tragedy
14829411,lsidyv34af4fde,"sheil, richard lalor, right hon.","sheil, richard lalor",https://www.wikidata.org/wiki/Q7327224,Q7327224,"evadne; or, the statue; a tragedy in five acts [and in verse. based on j. shirleys “the traitor”]. [electronic resource]","evadne; or, the statue; a tragedy in five acts",[and in verse. based on j. shirleys “the traitor”],,,,,,"london : j. murray, 1819.",1819,london,j. murray,tragedy
14829481,lsidyv345ebc86,"shipman, thomas.","shipman, thomas",https://www.wikidata.org/wiki/Q18813382,Q18813382,henry the third of france stabb'd by a fryer; with the fall of the guise. a tragedy [in five acts and in verse]. [electronic resource],henry the third of france stabb'd by a fryer; with the fall of the guise. a tragedy,[in five acts and in verse],,,,,,"london, 1678.",1678,london,,tragedy
14829486,lsidyv3395e0ee,"shirley, henry, dramatist.","shirley, henry",https://www.wikidata.org/wiki/Q17629871,Q17629871,"the martyr'd souldier. [a tragedy in five acts, in verse; edited by j. k.] [electronic resource]",the martyr'd souldier,"[a tragedy in five acts, in verse; edited by j. k.]",,"k., i.","k., i.",,,"london, 1638.",1638,london,,tragedy
14829490,lsidyv345ceb34,"shirley, james, 1596-1666.","shirley, james",https://www.wikidata.org/wiki/Q1349914,Q1349914,"the dukes mistris. [a tragedy, in five acts, in verse.] [electronic resource]",the dukes mistris,"[a tragedy, in five acts, in verse.]",,,,,,"london, 1638.",1638,london,,tragedy
14829499,lsidyv345c603e,"shirley, james, 1596-1666.","shirley, james",https://www.wikidata.org/wiki/Q1349914,Q1349914,"the maides revenge. a tragedy. as it hath been acted with good applause at the private house in drury lane, by her majesties servants. [electronic resource]",the maides revenge. a tragedy,"as it hath been acted with good applause at the private house in drury lane, by her majesties servants",,,,,,"london : printed for william cooke, 1639.",1639,london,printed for william cooke,tragedy
14829501,lsidyv345c5adb,"shirley, james, 1596-1666.","shirley, james",https://www.wikidata.org/wiki/Q1349914,Q1349914,"the polititian, a tragedy [in five acts, in verse]. [electronic resource]","the polititian, a tragedy","[in five acts, in verse]",,,,,,"london, 1655.",1655,london,,tragedy
14829741,lsidyv3461dedc,"smith, henry, of clifford's inn.","smith, henry",,,"the princess of parma. a tragedy [in five acts and in verse], etc. (epilogue ... by mr motteux.). [electronic resource]",the princess of parma. a tragedy,"[in five acts and in verse], etc. (epilogue by...mr motteux.)",,"motteux, peter anthony, 1660-1718.","motteux, peter anthony",,,"london, 1699.",1699,london,,tragedy
14829843,lsidyv2eb40aff,"soane, george.","soane, george",https://www.wikidata.org/wiki/Q16066130,Q16066130,"the bohemian, a tragedy in five acts [in prose]. [electronic resource]","the bohemian, a tragedy in five acts",[in prose],,,,,,"london, 1817.",1817,london,,tragedy
14829878,lsidyv316624a2,"sotheby, william.","sotheby, william",https://www.wikidata.org/wiki/Q8018620,Q8018620,"ellen; or, the confession: a tragedy, in five acts [and in verse]. [electronic resource]","ellen; or, the confession: a tragedy, in five acts",[and in verse],,,,,,"london, 1816.",1816,london,,tragedy
14829889,lsidyv3460996d,"southern, thomas.","southern, thomas",https://www.wikidata.org/wiki/Q2403714,Q2403714,the fate of capua; a tragedy [in five acts and in verse]. [electronic resource],the fate of capua; a tragedy,[in five acts and in verse],,,,,,"london, 1700.",1700,london,,tragedy
14829890,lsidyv345ebf0b,"southern, thomas.","southern, thomas",https://www.wikidata.org/wiki/Q2403714,Q2403714,"the loyal brother; or, the persian prince. a tragedy [in five acts and in verse. prologue and epilogue by john dryden]. [electronic resource]","the loyal brother; or, the persian prince. a tragedy",[in five acts and in verse. prologue and epilogue by john dryden],,"dryden, john, 1631-1700.","dryden, john",,,"london, 1682.",1682,london,,tragedy
14829891,lsidyv345ec9a0,"southern, thomas.","southern, thomas",https://www.wikidata.org/wiki/Q2403714,Q2403714,"oroonoko: a tragedy [in five acts, prose and verse], etc. [electronic resource]","oroonoko: a tragedy, etc.","[in five acts, prose and verse]",,,,,,"london, 1696.",1696,london,,tragedy
14830046,lsidyv31b0d357,"stanley, edward, b.a.","stanley, edward",https://www.wikidata.org/wiki/Q335754,Q335754,"elmira; a dramatick poem [in five acts], with thoughts on tragedy. [electronic resource]",elmira; a dramatick poem,"[in five acts], with thoughts on tragedy",,,,,,"norwich, 1790.",1790,norwich,,tragedy
14830063,lsidyv349be4b2,"stapeldon, walter de, bishop of exeter.","stapeldon, walter de",https://www.wikidata.org/wiki/Q4476147,Q4476147,"stapeldon. a tragedy. by the author of “æonial,” etc. [electronic resource]",stapeldon. a tragedy,"by the author of “æonial,” etc",,,,,,"oxford : parker and co., 1892.",1892,oxford,parker and co.,tragedy
14830065,lsidyv34eca38e,"stapleton, miles thomas, baron beaumont.","stapleton, miles thomas",https://www.wikidata.org/wiki/Q26722383,Q26722383,francesca di faenza: a tragedy. [in verse.] [electronic resource],francesca di faenza: a tragedy,[in verse.],,,,,,"london : j. richardson, 1843.",1843,london,j. richardson,tragedy
14830113,lsidyv34999721,,,,,[sappho; a tragedy in five acts [and in verse].] [electronic resource],sappho; a tragedy in five acts,[and in verse],fifth edition,,,,,"london, 1879.",1879,london,,tragedy
14830119,lsidyv34936a07,"stephens, george, author of “the manuscripts of erdély.”.","stephens, george, .”",https://www.wikidata.org/wiki/Q3353704,Q3353704,"gertrude and beatrice, or, the queen of hungary. a historical tragedy, in five acts [and in verse]. [electronic resource]","gertrude and beatrice, or, the queen of hungary. a historical tragedy, in five acts",[and in verse],,,,,,"london : c. mitchell, 1839.",1839,london,c. mitchell,tragedy
