aleph system no.,dom id,author (o),author (n),author_wikidata_url,author_wikidata_id,title (o),title (n),metadata,edition,other authors (o),other authors (n),series,subject,imprint (o),p year,p location,p name,type
14830233,lsidyv31b0eea8,"stockdale, percival.","stockdale, percival",https://www.wikidata.org/wiki/Q7167152,Q7167152,"ximenes; a tragedy [in five acts, and in verse]. [electronic resource]",ximenes; a tragedy,"[in five acts, and in verse]",,,,,,"london, 1788.",1788,london,,tragedy
14830320,lsidyv34af60d6,"streatfeild, thomas.","streatfeild, thomas",https://www.wikidata.org/wiki/Q7794237,Q7794237,"the bridal of armagnac, a tragedy [in five acts and in verse]. [electronic resource]","the bridal of armagnac, a tragedy",[in five acts and in verse],,,,,,"london, 1823.",1823,london,,tragedy
14830434,lsidyv3a126ff2,"sutcliffe, halliwell, 1870-1932.","sutcliffe, halliwell",https://www.wikidata.org/wiki/Q52150493,Q52150493,a tragedy in grey. a novel. [electronic resource],a tragedy in grey. a novel,,,,,,,"london : skeffington & son, 1895.",1895,london,skeffington & son,tragedy
14830458,lsidyv3a9a72ec,"swarbreck, delia caroline.","swarbreck, delia caroline",,,"valencia; a tragedy, in five acts [and in verse], etc. [electronic resource]","valencia; a tragedy, in five acts","[and in verse], etc",,,,,,"richmond, yorkshire, 1830.",1830,yorkshire,,tragedy
14830478,lsidyv34988d1b,"swinburne, algernon charles. 1837-1909","swinburne, algernon charles",https://www.wikidata.org/wiki/Q315511,Q315511,bothwell: a tragedy. [in verse.] [electronic resource],bothwell: a tragedy,[in verse.],,,,,,"london : chatto & windus, 1874.",1874,london,chatto & windus,tragedy
14830482,lsidyv345d7390,"swinhoe, gilbert.","swinhoe, gilbert",https://www.wikidata.org/wiki/Q18876660,Q18876660,the tragedy of the unhappy fair irene. [in prose and verse.] [electronic resource],the tragedy of the unhappy fair irene,[in prose and verse.],,,,,,"london, 1658.",1658,london,,tragedy
14830554,lsidyv3988ff9d,,,,,"tancred, a tale; and other poems. by the author of conrad, a tragedy [alfred bunn], etc. [electronic resource]","tancred, a tale; and other poems","by the author of conrad, a tragedy [alfred bunn], etc",,"bunn, alfred.","bunn, alfred",,,"london, 1819.",1819,london,,tragedy
14830580,lsidyv345db86b,"tate, nahum.","tate, nahum",https://www.wikidata.org/wiki/Q956310,Q956310,"brutus of alba: or, the enchanted lovers; a tragedy [in five acts and in verse]. [electronic resource]","brutus of alba: or, the enchanted lovers; a tragedy",[in five acts and in verse],,,,,,"london, 1678.",1678,london,,tragedy
14830584,lsidyv338f21c4,"tate, nahum.","tate, nahum",https://www.wikidata.org/wiki/Q956310,Q956310,"the ingratitude of a common-wealth: or the fall of caius martius coriolanus. [a tragedy in five acts and in verse, altered from shakespeare.] [electronic resource]",the ingratitude of a common-wealth: or the fall of caius martius coriolanus,"[a tragedy in five acts and in verse, altered from shakespeare.]",,"shakespeare, william, 1564-1616","shakespeare, william",,,"london, 1682.",1682,london,,tragedy
14830585,lsidyv345dbc25,"tate, nahum.","tate, nahum",https://www.wikidata.org/wiki/Q956310,Q956310,injur'd love: or the cruel husband. a tragedy [in five acts and in verse]. [electronic resource],injur'd love: or the cruel husband. a tragedy,[in five acts and in verse],,,,,,"london, 1707.",1707,london,,tragedy
14830586,lsidyv338f8317,"tate, nahum.","tate, nahum",https://www.wikidata.org/wiki/Q956310,Q956310,"the loyal general, a tragedy [in five acts and in verse]. [electronic resource]","the loyal general, a tragedy",[in five acts and in verse],,"dryden, john, 1631-1700.","dryden, john",,,"london, 1680.",1680,london,,tragedy
14830589,lsidyv345c6e93,"tatham, john, dramatist.","tatham, john",https://www.wikidata.org/wiki/Q3182565,Q3182565,the distracted state; a tragedy [in five acts and in verse]. written in ... 1641. [electronic resource],the distracted state; a tragedy,[in five acts and in verse]. written in ... 1641. [electronic resource],,,,,,"london, 1651.",1651,london,,tragedy
14830761,lsidyv31af8aa9,,,,,"themistocles, the lover of his country. a tragedy [in five acts, in verse. by s. madden]. [electronic resource]","themistocles, the lover of his country. a tragedy","[in five acts, in verse. by s. madden]",,"madden, samuel, d.d., rector of drummully.","madden, samuel",,,"london, 1729.",1729,london,,tragedy
14830773,lsidyv307aa05e,,,,,"sir thomas more: a tragedy. by the author of the village curate [i.e. james hurdis], etc. [electronic resource]",sir thomas more: a tragedy,"by the author of the village curate [i.e. james hurdis], etc",,,,,,"london : j. johnson, 1792.",1792,london,j. johnson,tragedy
14830788,lsidyv3498cc7b,"thomas, george powell.","thomas, george powell",https://www.wikidata.org/wiki/Q115581879,Q115581879,"michele orombello, or the fatal secret; a tragedy in three acts [and in verse]. (the assassin, or the rival lovers, a tragedy in five acts [and in verse].). [electronic resource]","michele orombello, or the fatal secret; a tragedy in three acts. the assassin, or the rival lovers, a tragedy in five acts",[and in verse].,,,,,,"london, calcutta [printed], 1852.",1852,london,[printed],tragedy
14830893,lsidyv34af5e09,"thurtle, afterwards jamieson, frances.","thurtle, afterwards jamieson, frances",https://www.wikidata.org/wiki/Q106582999,Q106582999,"cadijah; or, the black palace. a tragedy, in five acts, etc. (helim and abdallah ... from the guardian, the 167th paper.). [electronic resource]","cadijah; or, the black palace. a tragedy, in five acts, etc.","(helim and abdallah from the guardian, the 167th paper.)...",,,,,,"london, 1825.",1825,london,,tragedy
14831130,lsidyv345f21ec,"trotter, catharine, 1679-1749","trotter, catharine",https://www.wikidata.org/wiki/Q1091103,Q1091103,fatal friendship. a tragedy [in five acts and in verse]. [electronic resource],fatal friendship. a tragedy,[in five acts and in verse],,,,,,"london, 1698.",1698,london,,tragedy
14831139,lsidyv349ca83a,"troughton, richard zouch s.","troughton, richard zouch",,,"[nina sforza, a tragedy. [in five acts and in verse.]] [electronic resource]","nina sforza, a tragedy",[in five acts and in verse.],"second edition, with the adaptation for the stage",,,,,"saunders & otley : london, 1841.",1841,london,,tragedy
14831213,lsidyv34af6b84,"twiss, horace.","twiss, horace",https://www.wikidata.org/wiki/Q5902204,Q5902204,the carib chief; a tragedy in five acts [and in verse]. [electronic resource],the carib chief; a tragedy in five acts,[and in verse],,,,,,"london : longmans, 1819.",1819,london,longmans,tragedy
14831293,lsidyv3031a896,"upward, allen.","upward, allen",https://www.wikidata.org/wiki/Q4731928,Q4731928,"a day's tragedy. a novel in rhyme, etc. [electronic resource]","a day's tragedy. a novel in rhyme, etc.",,,,,,,"pp. 253. chapman & hall: london, 1897.",1897,london,,tragedy
14831307,lsidyv345d81bd,,,,,"the unfortunate usurper, a tragedy [in five acts and in verse]. [electronic resource]","the unfortunate usurper, a tragedy",[in five acts and in verse],,,,,,"london, 1663.",1663,london,,tragedy
14831470,lsidyv2eba91af,"voltaire, 1694-1778",voltaire,https://www.wikidata.org/wiki/Q9068,Q9068,"mahomet the impostor. a tragedy. [in verse. adapted from the french of voltaire, acts i.-iv. by james miller, act v. by j. hoadly. with a dedicatory epistle by dorothy miller.] [electronic resource]",mahomet the impostor. a tragedy,"[in verse. adapted from the french of voltaire, acts i.-iv. by james miller, act v. by j. hoadly. with a dedicatory epistle by dorothy miller.]",,"hoadly, john, ll.d., dramatic writer. -- miller, dorothy, widow of rev. james miller. -- miller, james, rector of upcerne, dorset.","hoadly, john. miller, dorothy. miller, james",,,"london : j. watts; b. dod, 1744.",1744,london,j. watts; b. dod,tragedy
14831485,lsidyv345aa69c,"w., j., gent.","w., j., gent",,,"the valiant scot; by j. w., gent. [a tragedy, in five acts and in prose and verse, with a dedication by w. bowyer.] [electronic resource]","the valiant scot; by j. w., gent","[a tragedy, in five acts and in prose and verse, with a dedication by w. bowyer.]",,"bowyer, william, soldier.","bowyer, william",,,"london : t. harper for j. waterson, 1637.",1637,london,t. harper for j. waterson,tragedy
14831548,lsidyv34af6de5,"walker, charles edward, dramatist.","walker, charles edward",,,wallace: a historical tragedy in five acts [and in verse]. [electronic resource],wallace: a historical tragedy in five acts,[and in verse],,,,,,"london, 1820.",1820,london,,tragedy
14831557,lsidyv34f90d95,"walker, j. greenhalgh.","walker, j. greenhalgh",,,the brides of death: a tragedy in five acts. [in verse.] [electronic resource],the brides of death: a tragedy in five acts,[in verse.],,,,,,"london : w. andrews & co., 1899.",1899,london,w. andrews & co.,tragedy
14831757,lsidyv3352ee97,"watkins, william, author of “the fall of carthage.”.","watkins, william",,,"the fall of carthage. a tragedy [in five acts and in verse]. with additions, etc. [electronic resource]",the fall of carthage. a tragedy,"[in five acts and in verse]. with additions, etc",,,,,,"whitby, 1802.",1802,whitby,whitby,tragedy
14831828,lsidyv3458e79a,"webster, john, dramatist.","webster, john",https://www.wikidata.org/wiki/Q225904,Q225904,[appius and virginia; a tragedy [in five acts and in verse].] [electronic resource],appius and virginia; a tragedy,[in five acts and in verse],another edition,,,,,"london, 1659.",1659,london,,tragedy
14831830,lsidyv3460eba1,"webster, john, dramatist.","webster, john",https://www.wikidata.org/wiki/Q225904,Q225904,"the tragedy of the dutchesse of malfy. [in five acts, and in verse.] ... the perfect and exact coppy, with diverse things printed that the length of the play would not beare in the presentment. [electronic resource]",the tragedy of the dutchesse of malfy,"[in five acts, and in verse.] the perfect and exact coppy, with diverse things printed that the length of the play would not beare in the presentment...",,"webster, john, dramatist.","webster, john",,,"london : n. oakes for j. waterson, 1623.",1623,london,n. oakes for j. waterson,tragedy
14831918,lsidyv33914c38,"west, jane.","west, jane",https://www.wikidata.org/wiki/Q3161903,Q3161903,"miscellaneous poems, and a tragedy [entitled, edmund, surnamed ironside; in five acts and in verse]. [electronic resource]","miscellaneous poems, and a tragedy","[entitled, edmund, surnamed ironside; in five acts and in verse]",,,,,,"york, 1791.",1791,york,,tragedy
14831923,lsidyv34af6ff2,"west, matthew, publisher.","west, matthew",,,"female heroism, a tragedy in five acts [and in verse] founded on revolutionary events that occurred in france in ... 1793. [electronic resource]","female heroism, a tragedy in five acts",[and in verse] founded on revolutionary events that occurred in france in ...1793,,,,,,"dublin, 1803.",1803,dublin,,tragedy
14832005,lsidyv335047bb,"whitaker, william, author of “the conspiracy”.","whitaker, william",https://www.wikidata.org/wiki/Q1380695,Q1380695,"the conspiracy, or the change of government. a tragedy [in five acts, and in verse]. [electronic resource]","the conspiracy, or the change of government. a tragedy","[in five acts, and in verse]",,"ravenscroft, edward, dramatist.","ravenscroft, edward",,,"london, 1680.",1680,london,,tragedy
14832058,lsidyv3a9966a3,"whitehead, william, secretary to the hon. order of the bath.","whitehead, william",https://www.wikidata.org/wiki/Q921241,Q921241,"the roman father, a tragedy [in five acts, and in verse], etc. [electronic resource]","the roman father, a tragedy, etc.","[in five acts, and in verse]",,,,,,"london, 1750.",1750,london,,tragedy
14832248,lsidyv34af75c1,"wilmot afterwards brand, barbarina, baroness dacre.","wilmot afterwards brand, barbarina",https://www.wikidata.org/wiki/Q4859466,Q4859466,"ina. a tragedy; in five acts [and in verse], etc. [electronic resource]","ina. a tragedy; in five acts, etc.",[and in verse],,,,,,"london, 1815.",1815,london,,tragedy
14832299,lsidyv349b4f18,"winser, charles.","winser, charles",,,alberto della scala: an historical tragedy [in five acts and in verse]. [electronic resource],alberto della scala: an historical tragedy,[in five acts and in verse],,,,,,"london, 1838.",1838,london,,tragedy
14832692,lsidyv3499e606,,,,,the rabbi of york. a tragedy in five acts [and in verse]. [electronic resource],the rabbi of york. a tragedy in five acts,[and in verse],,,,,,"london, 1852.",1852,london,,tragedy
14832723,lsidyv34f08b0d,"young, edward, the poet.","young, edward",https://www.wikidata.org/wiki/Q507699,Q507699,"young's revenge, a tragedy, revised by j. p. kemble ... as it is acted at the theatre royal in covent garden. [electronic resource]","young's revenge, a tragedy, revised by j. p. kemble",as it is acted at the theatre royal in covent garden...,,,,,,"london : printed for the theatre, 1811.",1811,london,printed for the theatre,tragedy
14832769,lsidyv31abe1a6,"brown, john, vicar of newcastle-upon-tyne.","brown, john",,,barbarossa. a tragedy. as it is performed at the theatre-royal in drury-lane. [by john brown.] [electronic resource],barbarossa. a tragedy,as it is performed at the theatre-royal in drury-lane. [by john brown.],,,,,,"london : j. & r. tonson & s. draper, 1755.",1755,london,j. & r. tonson & s. draper,tragedy
14832786,lsidyv3395d833,"rowley, samuel, d. 1624.","rowley, samuel",https://www.wikidata.org/wiki/Q2839880,Q2839880,"the noble souldier. or, a contract broken, justly reveng'd. a tragedy. written by s. r. [i.e. samuel rowley.] [electronic resource]","the noble souldier. or, a contract broken, justly reveng'd. a tragedy",written by s. r. [i.e. samuel rowley.],,"dekker, thomas, approximately 1572-1632. -- r., s.","dekker, thomas",,,"london: printed for nicholas vavasour, 1634.",1634,london,printed for nicholas vavasour,tragedy
14832788,lsidyv3b77c51b,"nutt, d., miss.","nutt, d",,,"anne boleyn. a tragedy in five acts. by the author of “palace and prison”, “ginevra”, etc. [electronic resource]",anne boleyn. a tragedy in five acts,"by the author of “palace and prison”, “ginevra”, etc",,,,,"anne boleyn, queen, consort of henry viii, king of england, 1507-1536","london : c. kegan paul & co., 1881.",1881,london,c. kegan paul & co.,tragedy
14832818,lsidyv31af8cda,,,,,eurydice; a tragedy in five acts and in verse. [by d. mallet.] [electronic resource],eurydice; a tragedy in five acts and in verse,[by d. mallet.],,,,,,"london, 1731.",1731,london,,tragedy
14846802,lsidyv35e77d2f,"arden, thomas, of faversham.","arden, thomas",,,"arden of feversham, a tragedy: reprinted from the edition of 1592. with an introduction by a. h. bullen. [electronic resource]","arden of feversham, a tragedy",reprinted from the edition of 1592. with an introduction by a. h. bullen,,"bullen, arthur henry.","bullen, arthur henry",,,"london : j. w. jarvis & son, 1887.",1887,london,j. w. jarvis & son,tragedy
14846957,lsidyv35e8b99c,"browning, robert, 1812-1889.","browning, robert",https://www.wikidata.org/wiki/Q233265,Q233265,[strafford: an historical tragedy.] [electronic resource],strafford: an historical tragedy,,another edition with notes and preface by emily h hickey  and an introduction by samuel r gardiner,"gardiner, samuel rawson. -- hickey, emily henrietta, 1845-1924.","gardiner, samuel rawson.  hickey, emily henrietta",,,"london : g. bell & sons, 1884.",1884,london,g. bell & sons,tragedy
14847025,lsidyv35e8c627,"caunter, richard macdonald.","caunter, richard macdonald",https://www.wikidata.org/wiki/Q18954511,Q18954511,"attila, a tragedy; and other poems. [electronic resource]","attila, a tragedy; and other poems",,,,,,,"london : t. & w. boone, 1832.",1832,london,t. & w. boone,tragedy
14847064,lsidyv35e8db2b,"clarke, joseph ignatius constantine.","clarke, joseph ignatius constantine",https://www.wikidata.org/wiki/Q6284169,Q6284169,robert emmet. a tragedy of irish history. [a play. with a portrait.] [electronic resource],robert emmet. a tragedy of irish history,[a play. with a portrait.],,,,,,"new york & london : g. p. putnam's sons, 1888.",1888,new york & london,g. p. putnam's sons,tragedy
14847249,lsidyv35e87a54,,,,,"the maid of florence; or, a woman's vengeance. a tragedy in five acts [and in verse]. [electronic resource]","the maid of florence; or, a woman's vengeance. a tragedy in five acts",[and in verse],,,,,,"london, 1874.",1874,london,,tragedy
14847921,lsidyv35e86dc3,,,,,"richard cœur de lion, an historical tragedy [in five acts and in verse]. [electronic resource]","richard cœur de lion, an historical tragedy",[in five acts and in verse],,,,,"richard i, king of england, 1157-1199","london, 1861.",1861,london,,tragedy
14848076,lsidyv35e897c1,,,,,"the king's stratagem, or the pearl of poland. a tragedy in five acts by stella ... second edition. [in verse.] [electronic resource]","the king's stratagem, or the pearl of poland. a tragedy in five acts by stella",second edition. [in verse.]..,,,,,,"london, 1874.",1874,london,,tragedy
14848256,lsidyv35c68aba,"white, edmund h.","white, edmund h.",,,"athelstan, a tragedy. life and death, an allegory, and other poems. [electronic resource]","athelstan, a tragedy. life and death, an allegory, and other poems",,,,,,,"london : w. strange, 1847.",1847,london,w. strange,tragedy
14861152,lsidyv36277543,"williams, c. h.","williams, c. h.",,,"sesostris; or, the priest and the king. a tragedy in five acts [and in verse]. [electronic resource]","sesostris; or, the priest and the king. a tragedy in five acts",[and in verse],,,,,,"london, 1853.",1853,london,,tragedy
14866329,lsidyv36799899,"ayscough, george edward, d. 1779.","ayscough, george edward",https://www.wikidata.org/wiki/Q5538856,Q5538856,"semiramis, a tragedy, etc. [in verse.] [electronic resource]","semiramis, a tragedy, etc.",[in verse.],,,,,,"london : j. dodsley, 1776.",1776,london,j. dodsley,tragedy
14866360,lsidyv3679ae3b,"bartholomew, john, dramatist.","bartholomew, john",,,"the fall of the french monarchy; or, louis xvi. an historical tragedy, in five acts. [in verse.] [electronic resource]","the fall of the french monarchy; or, louis xvi. an historical tragedy, in five acts",[in verse.],,,,,,"london : for the author, 1794.",1794,london,for the author,tragedy
14866568,lsidyv36799f50,"cumberland, richard, 1732-1811","cumberland, richard",https://www.wikidata.org/wiki/Q1439360,Q1439360,"the battle of hastings, a tragedy, etc. [electronic resource]","the battle of hastings, a tragedy, etc.",,,,,,,"london : edward & charles dilly, 1778.",1778,london,edward & charles dilly,tragedy
14866895,lsidyv3679b67b,"haynes, james, dramatic writer.","haynes, james",https://www.wikidata.org/wiki/Q56887657,Q56887657,"durazzo: a tragedy, in five acts, [in verse.] [electronic resource]","durazzo: a tragedy, in five acts",[in verse.],,,,,,"london, 1823.",1823,london,,tragedy
14866925,lsidyv3679b1f5,"hey, richard, l.l.d.","hey, richard",https://www.wikidata.org/wiki/Q18084496,Q18084496,"the captive monarch. a tragedy, in five acts [and in verse]. [electronic resource]","the captive monarch. a tragedy, in five acts",[and in verse],,,,,,"london, 1794.",1794,london,,tragedy
14866954,lsidyv3679944f,"hoole, john.","hoole, john",https://www.wikidata.org/wiki/Q6239769,Q6239769,"cleonice, princess of bithynia; a tragedy [in five acts and in verse]. [electronic resource]","cleonice, princess of bithynia; a tragedy",[in five acts and in verse],,,,,,"london, 1775.",1775,london,,tragedy
14867246,lsidyv367991fa,,,,,matilda: a tragedy [in five acts and in verse]. by the author of the earl of warwick [t. francklin]. [electronic resource],matilda: a tragedy,[in five acts and in verse]. by the author of the earl of warwick [t. francklin],,,,,,"london, 1775.",1775,london,,tragedy
14867527,lsidyv3679b49e,"ross, malcolm, earl of ross.","ross, malcolm",,,the earl of ross: a tragedy in five acts [and in verse]. [electronic resource],the earl of ross: a tragedy in five acts,[and in verse],,,,,,"yarmouth : w. meggy, 1823.",1823,yarmouth,w. meggy,tragedy
14867567,lsidyv36799ab2,"savage, richard, d. 1743.","savage, richard",https://www.wikidata.org/wiki/Q522436,Q522436,"sir thomas overbury: a tragedy. altered from the late mr. richard savage [by w. woodfall], etc. [electronic resource]",sir thomas overbury: a tragedy,". altered from the late mr. richard savage [by w. woodfall], etc",,"woodfall, william, 1746-1803.","woodfall, william",,,"london : f. newbery, 1777.",1777,london,f. newbery,tragedy
14867830,lsidyv3679a9b5,,,,,"the count de villeroi; or, the fate of patriotism: a tragedy [in five acts and in verse]. [electronic resource]","the count de villeroi; or, the fate of patriotism: a tragedy",[in five acts and in verse],,,,,,"london, 1794.",1794,london,,tragedy
14871830,lsidyv37348e64,"baring-gould, s. (sabine), 1834-1924","baringgould,  sabine",https://www.wikidata.org/wiki/Q1242472,Q1242472,the tragedy of the cæsars. a study of the characters of the cæsars of the julian and claudian houses. [illustrated.] [electronic resource],the tragedy of the cæsars. a study of the characters of the cæsars of the julian and claudian houses,[illustrated.],,,,,,"london : methuen & co., 1892.",1892,london,methuen & co.,tragedy
14872274,lsidyv3705bef7,"macglashan, charles fayette.","macglashan, charles fayette",,,"history of the donner party. a tragedy of the sierra ... fourth edition, illustrated. [electronic resource]",history of the donner party. a tragedy of the sierra,"fourth edition, illustrated...",,"donner, george.","donner, george",,,"san francisco : a. l. bancroft & co., 1881.",1881,san francisco,a. l. bancroft & co.,tragedy
14912190,lsidyv3830d5d5,"baillie, joanna, 1762-1851","baillie, joanna",https://www.wikidata.org/wiki/Q463302,Q463302,the family legend: a tragedy. [in verse.] [electronic resource],the family legend: a tragedy,[in verse.],,,,,,"edinburgh : j. ballantyne & co., 1810.",1810,edinburgh,j. ballantyne & co.,tragedy
14912194,lsidyv3830b420,"barford, richard.","barford, richard",,,"[the virgin queen. a tragedy, etc.] [electronic resource]","the virgin queen. a tragedy, etc.",,another edition,,,,,"london : j. watts, 1729.",1729,london,j. watts,tragedy
14912271,lsidyv38307c5f,,,,,"the fair circassian. a tragedy ... by the author of sympathy, a poem [i.e. s. j. pratt]. [in verse. founded upon j. hawkesworth's “almoran and hamet.”] [electronic resource]",the fair circassian. a tragedy,"by the author of sympathy, a poem [i.e. s. j. pratt]. [in verse. founded upon j. hawkesworth's “almoran and hamet.”]..",,"pratt, mr. (samuel jackson), 1749-1814.","pratt, samuel jackson",,,"london : r. baldwin, 1781.",1781,london,r. baldwin,tragedy
14912292,lsidyv3830787f,"delap, john.","delap, john",https://www.wikidata.org/wiki/Q15989957,Q15989957,"the royal suppliants. a tragedy, etc. [in verse.] [electronic resource]","the royal suppliants. a tragedy, etc.",[in verse.],,,,,,"london & brighthelmstone : j. bowen, 1781.",1781,london & brighthelmstone,j. bowen,tragedy
14912320,lsidyv3833f13f,,,,,an essay on tragedy. [electronic resource],an essay on tragedy,,,,,,,"london, 1824.",1824,london,,tragedy
14912524,lsidyv38306f70,"more, hannah, 1745-1833","more, hannah",https://www.wikidata.org/wiki/Q25880,Q25880,the fatal falsehood: a tragedy [in five acts and in verse]. [electronic resource],the fatal falsehood: a tragedy,[in five acts and in verse],,,,,,"london, 1779.",1779,london,,tragedy
14912534,lsidyv3830fc37,"murphy, arthur, 1727-1805.","murphy, arthur",https://www.wikidata.org/wiki/Q2865268,Q2865268,alzuma; a tragedy [in five acts and in verse]. [electronic resource],alzuma; a tragedy,[in five acts and in verse],,,,,,"london, 1773.",1773,london,,tragedy
14912536,lsidyv3830f980,"murphy, arthur, 1727-1805.","murphy, arthur",https://www.wikidata.org/wiki/Q2865268,Q2865268,[the orphan of china; a tragedy [in five acts and in verse].] [electronic resource],the orphan of china; a tragedy,[in five acts and in verse],third edition,,,,,"london, 1772.",1772,london,,tragedy
14912759,lsidyv3830f5d2,,,,,zenobia: a tragedy [in five acts and in verse]. by the author of the orphan of china [a. murphy]. [electronic resource],zenobia: a tragedy,[in five acts and in verse]. by the author of the orphan of china [a. murphy],,,,,,"london, 1768.",1768,london,,tragedy
14912763,lsidyv383075a6,,,,,"zoraida: a tragedy [in five acts and in verse. by w. hodson]. ... to which is added a postscript, containing observations on tragedy, etc. [electronic resource]",zoraida: a tragedy,"[in five acts and in verse. by w. hodson].to which is added a postscript, containing observations on tragedy, etc...",,,,,,"london, 1780.",1780,london,,tragedy
14939299,lsidyv386108c3,"byron, george gordon byron, baron, 1788-1824.","byron, george gordon byron",https://www.wikidata.org/wiki/Q5679,Q5679,"sardanapalus, a tragedy [electronic resource] ; the two foscari, a tragedy ; cain, a mystery / by lord byron.","sardanapalus, a tragedy; the two foscari, a tragedy; cain, a mystery / by lord byron",,,,,,"ashurbanipal, king of assyria, fl. 668-627 b.c. drama","london : john murray, 1821.",1821,london,john murray,tragedy
15174114,lsidyv38dac8ee,"wilson, william bender.","wilson, william bender",https://www.wikidata.org/wiki/Q94132569,Q94132569,a few acts and actors in the tragedy of the civil war in the united states. [electronic resource],a few acts and actors in the tragedy of the civil war in the united states,,,,,,,"philadelphia : the author, 1892.",1892,philadelphia,the author,tragedy
14804337,lsidyv2af50258,"austin, alfred, 1835-1913.","austin, alfred",https://www.wikidata.org/wiki/Q575043,Q575043,[the human tragedy. [a poem. in four acts.]] [electronic resource],the human tragedy,[a poem. in four acts.],fourth edition,,,,,"london : macmillan & co., 1891.",1891,london,macmillan & co.,tragedy
14804345,lsidyv3471cca9,"austin, alfred, 1835-1913.","austin, alfred",https://www.wikidata.org/wiki/Q575043,Q575043,[savonarola; a tragedy. [in verse.]] [electronic resource],savonarola; a tragedy,[in verse.],another edition,,,,,"london : macmillan & co., 1891.",1891,london,macmillan & co.,tragedy
14804461,lsidyv349cc7dc,"baillie, joanna, 1762-1851","baillie, joanna",https://www.wikidata.org/wiki/Q463302,Q463302,[the family legend: a tragedy. [in verse.]] [electronic resource],the family legend: a tragedy,[in verse.],the second edition,,,,,"edinburgh : j. ballantyne & co., 1810.",1810,,: j. ballantyne & co.,tragedy
14804466,lsidyv3a14b08e,"baillie, joanna, 1762-1851","baillie, joanna",https://www.wikidata.org/wiki/Q463302,Q463302,[a series of plays: in which it is attempted to delineate the stronger passions of the mind-each passion being the subject of a tragedy and a comedy.] [electronic resource],a series of plays: in which it is attempted to delineate the stronger passions of the mind-each passion being the subject of a tragedy and a comedy,,second edition,,,,,"london : t. cadell & w. davies, 1799.",1799,london,t. cadell & w. davies,tragedy
14804585,lsidyv345e74d1,"banks, john, d. 1706.","banks, john",https://www.wikidata.org/wiki/Q3180991,Q3180991,"[vertue betray'd: or, anna bullen. a tragedy, etc. [in verse.]] [electronic resource]","vertue betray'd: or, anna bullen. a tragedy, etc.",[in verse.],the third edition,,,,,"london : r. wellington, 1715.",1715,london,r. wellington,tragedy
14804933,lsidyv349cd2b6,"becket, andrew.","becket, andrew",https://www.wikidata.org/wiki/Q58480714,Q58480714,[socrates: a dramatic poem. written on the model of the ancient greek tragedy.] [electronic resource],socrates: a dramatic poem. written on the model of the ancient greek tragedy,,"new edition, with  an advertisement, containing an apology for the author and the work",,,,,"london : longman & co., 1811.",1811,london,longman & co.,tragedy
14808686,lsidyv345928c9,"davenant, charles.","davenant, charles",https://www.wikidata.org/wiki/Q2372111,Q2372111,"[circe, a tragedy. as it is acted at his royal highness the duke of york's theatre.] [electronic resource]","circe, a tragedy",. as it is acted at his royal highness the duke of york's theatre,the second edition,,,,,"london : richard tonson, 1685.",1685,london,richard tonson,tragedy
14809471,lsidyv345db391,"dryden, john, 1631-1700.","dryden, john",https://www.wikidata.org/wiki/Q213355,Q213355,"[aureng-zebe: a tragedy. acted at the royal theatre, etc.] [electronic resource]",aureng-zebe: a tragedy,"acted at the royal theatre, etc.",another edition,,,,,"printed for henry herringman : london, 1694.",1694,,printed for henry herringman :,tragedy
14809472,lsidyv345d715f,"dryden, john, 1631-1700.","dryden, john",https://www.wikidata.org/wiki/Q213355,Q213355,"[aureng-zebe: a tragedy. acted at the royal theatre, etc.] [electronic resource]",aureng-zebe: a tragedy,". acted at the royal theatre, etc.",another edition,,,,,"henry herringman; printed by tho. warren : london, 1699.",1699,,henry herringman; printed by tho. warren :,tragedy
14809475,lsidyv3a5841af,"dryden, john, 1631-1700.","dryden, john",https://www.wikidata.org/wiki/Q213355,Q213355,"[the duke of guise. a tragedy. acted by their majesties servants. written by mr. dryden, and mr. lee.] [electronic resource]",the duke of guise. a tragedy,". acted by their majesties servants. written by mr. dryden, and mr. lee",another edition,,,,,"r. bentley; j. tonson; printed by r. e. : london, 1687.",1687,,r. bentley; j. tonson; printed by r. e. :,tragedy
14809486,lsidyv3422d20a,"dryden, john, 1631-1700.","dryden, john",https://www.wikidata.org/wiki/Q213355,Q213355,"[oedipus: a tragedy. as it is acted at his royal highness the duke's theatre. the authors mr. dryden, and mr. lee.] [electronic resource]",oedipus: a tragedy,". as it is acted at his royal highness the duke's theatre. the authors mr. dryden, and mr. lee",the fifth edition,,,,,"printed for tho. chapman : london, [1695?].",1695,,printed for tho. chapman :,tragedy
14809487,lsidyv31b2bcf1,"dryden, john, 1631-1700.","dryden, john",https://www.wikidata.org/wiki/Q213355,Q213355,"[oedipus: a tragedy ... the authors mr. dryden, and mr. lee. the sixth edition.] [electronic resource]",oedipus: a tragedy,"the authors mr. dryden, and mr. lee. the sixth edition...",another edition,,,,,"rich. wellington : london, 1711.",1711,,rich. wellington,tragedy
14812856,lsidyv314ca2ce,"hartson, hall.","hartson, hall",https://www.wikidata.org/wiki/Q63974642,Q63974642,[the countess of salisbury. a tragedy [in five acts and in verse]. ... second edition.] [electronic resource],the countess of salisbury. a tragedy,[in five acts and in verse],third edition,,,,,"london, 1767.",1767,london,,tragedy
