aleph system no.,dom id,author (o),author (n),author_wikidata_url,author_wikidata_id,title (o),title (n),metadata,edition,other authors (o),other authors (n),series,subject,imprint (o),p year,p location,p name,type
14809491,lsidyv3422d051,"dryden, john, 1631-1700.","dryden, john",https://www.wikidata.org/wiki/Q213355,Q213355,"[sr martin mar-all, or the feign'd innocence: a comedy. as it was acted at his highnesse the duke of york's theatre. [by john dryden, writing from a draft by william cavendish, duke of newcastle, or by dryden and cavendish together.]] [electronic resource]","sr martin mar-all, or the feign'd innocence: a comedy","as it was acted at his highnesse the duke of york's theatre. [by john dryden, writing from a draft by william cavendish, duke of newcastle, or by dryden and cavendish together.]",another edition by john dryden,,,,,"henry herringman; printed by t. warren : london, 1697.",1697,london,henry herringman; printed by t. warren,comedy
14809499,lsidyv3458c32f,"dryden, john, 1668-1701.","dryden, john",https://www.wikidata.org/wiki/Q213355,Q213355,the husband his own cuckold. a comedy [in five acts and in prose and verse. edited by john dryden the elder.] [electronic resource],the husband his own cuckold. a comedy,[in five acts and in prose and verse. edited by john dryden the elder.],,"dryden, john, 1631-1700.","dryden, john",,,"london, 1696.",1696,london,,comedy
14809619,lsidyv33910bb0,"d'urfey, thomas, 1653-1723.","d'urfey, thomas",https://www.wikidata.org/wiki/Q2145838,Q2145838,"the campaigners; or, the pleasant adventures at brussels. a comedy [in five acts and in prose]. with a familiar preface upon a late reformer of the stage [j. collier]. ending with a satyrical fable of the dog and the ottor. [electronic resource]","the campaigners; or, the pleasant adventures at brussels. a comedy",[in five acts and in prose]. with a familiar preface upon a late reformer of the stage [j. collier]. ending with a satyrical fable of the dog and the ottor.,,"collier, jeremy, the nonjuror.","collier, jeremy",,,"london, 1698.",1698,london,,comedy
14809621,lsidyv341dd127,"d'urfey, thomas, 1653-1723.","d'urfey, thomas",https://www.wikidata.org/wiki/Q2145838,Q2145838,"a fond husband: or, the plotting sisters. a comedy [in five acts and in prose]. [electronic resource]","a fond husband: or, the plotting sisters. a comedy",[in five acts and in prose].,,,,,,"london, 1685.",1685,london,,comedy
14809622,lsidyv339103b3,"d'urfey, thomas, 1653-1723.","d'urfey, thomas",https://www.wikidata.org/wiki/Q2145838,Q2145838,"[a fond husband: or, the plotting sisters. a comedy [in five acts and in prose].] [electronic resource]","a fond husband: or, the plotting sisters. a comedy",[in five acts and in prose].,another edition,,,,,"london, 1711.",1711,london,,comedy
14809623,lsidyv33910785,"d'urfey, thomas, 1653-1723.","d'urfey, thomas",https://www.wikidata.org/wiki/Q2145838,Q2145838,"the intrigues at versailles; or, a jilt in all humours; a comedy [in five acts and in prose]. [electronic resource]","the intrigues at versailles; or, a jilt in all humours; a comedy",[in five acts and in prose].,,,,,,"london, 1697.",1697,london,,comedy
14809624,lsidyv3390ff99,"d'urfey, thomas, 1653-1723.","d'urfey, thomas",https://www.wikidata.org/wiki/Q2145838,Q2145838,madam fickle: or the witty false one. a comedy [in five acts and in verse]. [electronic resource],madam fickle: or the witty false one. a comedy,[in five acts and in verse].,,,,,,"london, 1677.",1677,london,,comedy
14809625,lsidyv3425ee78,"d'urfey, thomas, 1653-1723.","d'urfey, thomas",https://www.wikidata.org/wiki/Q2145838,Q2145838,"the modern prophets: or, new wit for a husband. a comedy [in five acts and in prose]. [electronic resource]","the modern prophets: or, new wit for a husband. a comedy",[in five acts and in prose].,,,,,,"london, [1709.]",1709,london,,comedy
14809626,lsidyv341dd5f0,"d'urfey, thomas, 1653-1723.","d'urfey, thomas",https://www.wikidata.org/wiki/Q2145838,Q2145838,"the richmond heiress; or, a woman once in the right. a comedy [in five acts and in prose]. [electronic resource]","the richmond heiress; or, a woman once in the right. a comedy",[in five acts and in prose].,,,,,,"london, 1693.",1693,london,,comedy
14809627,lsidyv33910584,"d'urfey, thomas, 1653-1723.","d'urfey, thomas",https://www.wikidata.org/wiki/Q2145838,Q2145838,the royalist. a comedy [in five acts and in prose]. [electronic resource],the royalist. a comedy,[in five acts and in prose].,,,,,,"london, 1682.",1682,london,,comedy
14809628,lsidyv345d78b4,"d'urfey, thomas, 1653-1723.","d'urfey, thomas",https://www.wikidata.org/wiki/Q2145838,Q2145838,"squire oldsapp: or, the night-adventurers. a comedy [in five acts and in prose]. [electronic resource]","squire oldsapp: or, the night-adventurers. a comedy",[in five acts and in prose].,,,,,,"london, 1679.",1679,london,,comedy
14809648,lsidyv349488fa,"dwyer, p. w.","dwyer, p. w",,,"the soldier of fortune, a comedy in five acts [and in prose]. [electronic resource]","the soldier of fortune, a comedy in five acts",[and in prose].,,,,,,"london, [1805.]",1805,london,,comedy
14810209,lsidyv3426e669,"etherege, george, sir.","etherege, george",https://www.wikidata.org/wiki/Q2546081,Q2546081,"the man of mode, or sr fopling flutter; a comedy [in five acts, and in prose]. [electronic resource]","the man of mode, or sr fopling flutter; a comedy","[in five acts, and in prose].",,"dryden, john, 1631-1700.","dryden, john",,,"london, 1676.",1676,london,,comedy
14810210,lsidyv3458e96b,"etherege, george, sir.","etherege, george",https://www.wikidata.org/wiki/Q2546081,Q2546081,"[she wou'd if she cou'd, a comedy [in five acts and in prose].] [electronic resource]","she wou'd if she cou'd, a comedy",[in five acts and in prose].,another edition,,,,,"[london,] : in the savoy, 1671.",1671,london in the savoy,,comedy
14810211,lsidyv3a9fe0bb,"etherege, george, sir.","etherege, george",https://www.wikidata.org/wiki/Q2546081,Q2546081,"[she wou'd if she cou'd, a comedy [in five acts and in prose].] [electronic resource]","she wou'd if she cou'd, a comedy",[in five acts and in prose].,another edition,,,,,"london, 1693.",1693,london,,comedy
14810337,lsidyv349486bd,,,,,"a family story, a comedy in five acts [and in prose]; of which a few copies only have been printed, for the private use of the author. [electronic resource]","a family story, a comedy in five acts","[and in prose]; of which a few copies only have been printed, for the private use of the author.",,,,,,"manchester, 1814.",1814,manchester,,comedy
14810394,lsidyv34981e94,"farquhar, george, 1677?-1707.","farquhar, george",https://www.wikidata.org/wiki/Q517634,Q517634,the comedies of mr g. f. [electronic resource],the comedies of mr g. f,,,,,,,"london, [1710?]",1710,london,,comedy
14810486,lsidyv39b686cc,"fenn, george manville.","fenn, george manville",https://www.wikidata.org/wiki/Q644784,Q644784,high play: a comedy off the stage. [electronic resource],high play: a comedy off the stage,,,,,,,"london : downey & co., 1897.",1897,london,downey & co.,comedy
14810870,lsidyv345b44cd,"fletcher, john, dramatist.","fletcher, john",https://www.wikidata.org/wiki/Q312444,Q312444,"the coronation, a comedy [in five acts and in verse]. written by j. f. [or rather by j. shirley]. [electronic resource]","the coronation, a comedy",[in five acts and in verse]. written by j. f. [or rather by j. shirley].,,"shirley, james, 1596-1666.","shirley, james",,,"london : t. cotes, for a. crooke and w. cooke, 1640.",1640,london,t. cotes for a. crooke and w. cooke,comedy
14810872,lsidyv345b42bb,"fletcher, john, dramatist.","fletcher, john",https://www.wikidata.org/wiki/Q312444,Q312444,"the elder brother. a comedie, [in five acts and in verse.] written by j. f. [and f. beaumont?] [electronic resource]",the elder brother. a comedie,[in five acts and in verse.] written by j. f. [and f. beaumont?],,,,,,"london : imprinted by f. k. for j. w. and j. b., 1637.",1637,london,imprinted by f. k. for j. w. and j. b.,comedy
14810876,lsidyv34240036,"fletcher, john, dramatist.","fletcher, john",https://www.wikidata.org/wiki/Q312444,Q312444,"monsieur thomas, a comedy [in five acts and in verse. edited by r. brome]. [electronic resource]","monsieur thomas, a comedy",[in five acts and in verse. edited by r. brome].,,"brome, richard, d. 1652?","brome, richard, d.",,,"london : t. harper for j. waterson, 1639.",1639,london,t. harper for j. waterson,comedy
14810878,lsidyv338f37a2,"fletcher, john, dramatist.","fletcher, john",https://www.wikidata.org/wiki/Q312444,Q312444,"wit without mony; a comedy, [in five acts and in prose. by j. f. and f. beaumont?] with alterations and amendments by some persons of quality. [electronic resource]",wit without mony; a comedy,[in five acts and in prose. by j. f. and f. beaumont?] with alterations and amendments by some persons of quality.,,,,,,"london, [1708?]",1708,london,,comedy
14810909,lsidyv338f1d99,,,,,flora's vagaries; a comedy [in five acts and in prose. by r. rhodes]. [electronic resource],flora's vagaries; a comedy,[in five acts and in prose. by r. rhodes].,,"rhodes, richard, playwright.","rhodes, richard",,,"london, 1670.",1670,london,,comedy
14810949,lsidyv3a586672,"foote, samuel.","foote, samuel",https://www.wikidata.org/wiki/Q766758,Q766758,[the bankrupt. a comedy in three acts [and in prose].] [electronic resource],the bankrupt. a comedy in three acts,[and in prose].,new edition,,,,,"london, 1782.",1782,london,,comedy
14810950,lsidyv31b55df7,"foote, samuel.","foote, samuel",https://www.wikidata.org/wiki/Q766758,Q766758,the commissary. a comedy in three acts [and in prose]. [electronic resource],the commissary. a comedy in three acts,[and in prose].,,,,,,"london, 1765.",1765,london,,comedy
14810951,lsidyv31b5e2da,"foote, samuel.","foote, samuel",https://www.wikidata.org/wiki/Q766758,Q766758,"[the devil upon two sticks; a comedy, etc.] [electronic resource]","the devil upon two sticks; a comedy, etc.",,another edition,"colman, george, the elder.","colman, george, the elder",,,"london, 1794.",1794,london,,comedy
14810952,lsidyv3a58627f,"foote, samuel.","foote, samuel",https://www.wikidata.org/wiki/Q766758,Q766758,"the knights. a comedy, in two acts [and in prose]. [electronic resource]","the knights. a comedy, in two acts",[and in prose].,,,,,,"london, 1754.",1754,london,,comedy
14810953,lsidyv3a585339,"foote, samuel.","foote, samuel",https://www.wikidata.org/wiki/Q766758,Q766758,"[the minor, a comedy [in three acts and in prose], etc.] [electronic resource]","the minor, a comedy etc.",[in three acts and in prose],third edition,,,,,"london, 1760.",1760,london,,comedy
14810954,lsidyv31b63e2f,"foote, samuel.","foote, samuel",https://www.wikidata.org/wiki/Q766758,Q766758,[the nabob; a comedy in three acts [and in prose]. ... published by mr. colman.] [electronic resource],the nabob; a comedy in three acts,[and in prose]. published by mr. colman....,another edition,"colman, george, the elder.","colman, george, the elder",,english drama. british drama india,"london, 1795.",1795,london,,comedy
14810955,lsidyv3a585c6f,"foote, samuel.","foote, samuel",https://www.wikidata.org/wiki/Q766758,Q766758,the orators. [a comedy in three acts and in prose.] [electronic resource],the orators,[a comedy in three acts and in prose.],,,,,,"london, 1762.",1762,london,,comedy
14810956,lsidyv3a585a6e,"foote, samuel.","foote, samuel",https://www.wikidata.org/wiki/Q766758,Q766758,"[the patron, a comedy in three acts [and in prose].] [electronic resource]","the patron, a comedy in three acts",[and in prose].,second edition,,,,,"london, 1764.",1764,london,,comedy
14811073,lsidyv3a236261,"fothergill, caroline.","fothergill, caroline",https://www.wikidata.org/wiki/Q64685701,Q64685701,"the comedy of cecilia; or, an honourable man. [a novel.] [electronic resource]","the comedy of cecilia; or, an honourable man",[a novel.],,,,,,"london : a. and c. black, 1895.",1895,london,a. and c. black,comedy
14811097,lsidyv346008dd,"fountain, john, dramatist.","fountain, john",,,"[the royal shepherdess. a tragi-comedy [in five acts and in prose and verse. altered by t. shadwell, from the rewards of virtue, by j. f.]] [electronic resource]",the royal shepherdess. a tragi-comedy,"[in five acts and in prose and verse. altered by t. shadwell, from the rewards of virtue, by j. f.]",another edition,"shadwell, thomas, poet laureate.","shadwell, thomas",,,"london, 1691.",1691,london,,comedy
14811481,lsidyv314bd9c1,"gay, john, the poet.","gay, john",https://www.wikidata.org/wiki/Q321660,Q321660,[the distress'd wife. a comedy.] [electronic resource],the distress'd wife. a comedy,,the second edition,,,,,"t. astley : london, 1750.",1750,london,t. astley : london,comedy
14811740,lsidyv345d4e4d,"glapthorne, henry.","glapthorne, henry",https://www.wikidata.org/wiki/Q5721984,Q5721984,"argalus and parthenia [a tragi-comedy, in five acts and in verse]. [electronic resource]",argalus and parthenia,"[a tragi-comedy, in five acts and in verse].",,,,,,"london, 1639.",1639,london,,comedy
14811741,lsidyv345d4b12,"glapthorne, henry.","glapthorne, henry",https://www.wikidata.org/wiki/Q5721984,Q5721984,"the ladies priveledge [a comedy, in five acts, and in verse]. [electronic resource]",the ladies priveledge,"[a comedy, in five acts, and in verse].",,,,,,"london, 1640.",1640,london,,comedy
14811743,lsidyv345cca45,"glapthorne, henry.","glapthorne, henry",https://www.wikidata.org/wiki/Q5721984,Q5721984,"wit in a constable. a comedy written 1639 ... and now printed as it was lately acted, etc. [electronic resource]",wit in a constable. a comedy written 1639,"and now printed as it was lately acted, etc....",,,,,,"london : printed by io. okes, for f. c. [francis constable], 1640.",1640,london,printed by io. okes for f. c. [francis constable],comedy
14811778,lsidyv3420c0e2,"gnapheus, gulielmus.","gnapheus, gulielmus",https://www.wikidata.org/wiki/Q777548,Q777548,"j. palsgravii ... ecphrasis anglica in comœdiam acolasti. the comedye of acolastus translated into oure englysshe tongue after suche manner as chylderne are taught in the grammer schole fyrst worde for worde ... and afterwarde accordynge to the sence ... with admonitions ... for the more perfyte instructynge of the lerners, and ... brefe introductory to ... the dyvers sortes of meters, etc. interpreted by i. palsgrave. lat. and eng. b.l. [electronic resource]",j. palsgravii ... ecphrasis anglica in comœdiam acolasti. the comedye of acolastus,"translated into oure englysshe tongue after suche manner as chylderne are taught in the grammer schole fyrst worde for worde...and afterwarde accordynge to the sence ... with admonitions ... for the more perfyte instructynge of the lerners, and ... brefe introductory to ... the dyvers sortes of meters, etc. interpreted by i. palsgrave. lat. and eng. b.l.",,"palsgrave, john.","palsgrave, john",,,"lond[on] : in ædibus tho. berthel[et], 1540.",1540,london,in ædibus tho. berthel[et],comedy
14811849,lsidyv34613dc1,"goosecappe, gyles, sir.","goosecappe, gyles",,,"sir gyles goosecappe, knight. a comedie [in five acts, in prose and verse] presented by the chil: of the chappell. [electronic resource]","sir gyles goosecappe, knight. a comedie","[in five acts, in prose and verse] presented by the chil: of the chappell.",,,,,,"london : j. windet for e. blunt, 1606.",1606,london,j. windet for e. blunt,comedy
14811910,lsidyv345d5a83,"gough, j., gent.","gough, j., gent",,,the strange discovery; a tragi-comedy [in five acts and in verse]. [electronic resource],the strange discovery; a tragi-comedy,[in five acts and in verse].,,,,,,"london : printed by e. g. for w. leake, 1640.",1640,london,printed by e. g. for w. leake,comedy
14812161,lsidyv345d62e7,"greene, alexander.","greene, alexander",https://www.wikidata.org/wiki/Q120691877,Q120691877,the politician cheated. a new comedy [in five acts and in prose]. [electronic resource],the politician cheated. a new comedy,[in five acts and in prose].,,,,,,"london, 1663.",1663,london,,comedy
14812280,lsidyv3955a854,"griffith, mrs. (elizabeth), 1720?-1793.","griffith, elizabeth",https://www.wikidata.org/wiki/Q1331217,Q1331217,a wife in the right: a comedy [in five acts and in prose]. l.p. [electronic resource],a wife in the right: a comedy,[in five acts and in prose]. l.p.,,,,,,"london, 1772.",1772,london,,comedy
14812328,lsidyv350403be,"gross, samuel eberly.","gross, samuel eberly",https://www.wikidata.org/wiki/Q60332214,Q60332214,the merchant prince of cornville. a comedy [in five acts and in prose and verse]. [electronic resource],the merchant prince of cornville. a comedy,[in five acts and in prose and verse].,,,,,,"cambridge, u.s.a. : privately printed, 1896.",1896,"cambridge, u.s.a",privately printed,comedy
14812707,lsidyv39e3b7f5,"hardy, thomas, 1840-1928.","hardy, thomas",https://www.wikidata.org/wiki/Q132805,Q132805,"the hand of ethelberta [electronic resource] : a comedy in chapters / by thomas hardy ; with an etching by h. macbeth-raeburn, and a map of wessex.",the hand of ethelberta a comedy,"in chapters / by thomas hardy ; with an etching by h. macbeth-raeburn, and a map of wessex.",,,,thomas hardy's works. the wessex novels v. 10,,"london : osgood, mcilvaine, 1896.",1896,london,osgood mcilvaine,comedy
14812722,lsidyv3b375746 -- lsidyv3b375fa0,"hardy, thomas, 1840-1928","hardy, thomas",https://www.wikidata.org/wiki/Q132805,Q132805,the hand of ethelberta a comedy in chapters by thomas hardy ... with eleven illustrations in two volumes ... [electronic resource],the hand of ethelberta a comedy,in chapters by thomas hardy with eleven illustrations in two volumes...,,"du maurier, george, 1834-1896","du maurier, george",,english fiction,"london : smith, elder, & co. ... , 1876 (printed by spottiswoode and co.)",1876,london,smith elder & co. ... (printed by spottiswoode and co.),comedy
14812754,lsidyv3a0fd14e,"harland, henry.","harland, henry",https://www.wikidata.org/wiki/Q558410,Q558410,comedies and errors. [tales.] [electronic resource],comedies and errors,[tales.],,,,,,"london & new york : j. lane, 1898.",1898,london & new york,j. lane,comedy
14812789,lsidyv342407aa,"harris, joseph, comedian.","harris, joseph",https://www.wikidata.org/wiki/Q18674013,Q18674013,"the mistakes, or, the false report: a tragi-comedy ... by mr j. h. [in five acts, in verse and in prose. part of the fifth act by w. mountfort]. the prologue ... by mr dryden. the epilogue by mr tate. [electronic resource]","the mistakes, or, the false report: a tragi-comedy","by mr j. h. [in five acts, in verse and in prose. part of the fifth act by w. mountfort]. the prologue...by mr dryden. the epilogue by mr tate.",,"dryden, john, 1631-1700. -- mountfort, william. -- tate, nahum.","dryden, john. mountfort, william. tate, nahum",,,"london, 1691.",1691,london,,comedy
14813006,lsidyv345d60fe,"head, richard, gent.","head, richard, gent",,,"hic et ubique: or, the humors of dublin. a comedy [in five acts and in prose]. [electronic resource]","hic et ubique: or, the humors of dublin. a comedy",[in five acts and in prose].,,,,,,"london, 1663.",1663,london,,comedy
14813051,lsidyv345b1a06,,,,,"the hectors; or, the false challenge. a comedy [in five acts, and in prose]. written in the year 1655; the scene london. [sometimes attributed to edmund prestwich.] [electronic resource]","the hectors; or, the false challenge. a comedy","[in five acts, and in prose]. written in the year 1655; the scene london. [sometimes attributed to edmund prestwich.]",,"prestwich, edmund.","prestwich, edmund",,,"london, 1656. [1655.]",1656,london,,comedy
14813190,lsidyv3073bd13,"herbert, thomas, of brighton.","herbert, thomas",,,"too much the way of the world; a comedy, in five acts [and in prose]. [electronic resource]","too much the way of the world; a comedy, in five acts",[and in prose].,,,,,,"brighton, 1817.",1817,brighton,,comedy
14813270,lsidyv345cdad6,"heywood, thomas, dramatist.","heywood, thomas",https://www.wikidata.org/wiki/Q2073027,Q2073027,"[loves maistresse: or, the queens masque. [a tragic comedy, in five acts and in verse.]] [electronic resource]","loves maistresse: or, the queens masque","[a tragic comedy, in five acts and in verse.]",another edition,,,,,"london : j. raworth for j. crouch, 1640.",1640,london,j. raworth for j. crouch,comedy
14813272,lsidyv345d5ce4,"heywood, thomas, dramatist.","heywood, thomas",https://www.wikidata.org/wiki/Q2073027,Q2073027,"the royall king, and the loyall subject, etc. [a tragi-comedy, in five acts, and in prose and verse.] [electronic resource]","the royall king, and the loyall subject, etc.","[a tragi-comedy, in five acts, and in prose and verse.]",,,,,,"london : n. and j. okes for j. becket, 1637.",1637,london,n. and j. okes for j. becket,comedy
14813287,lsidyv341dd407,"higden, henry.","higden, henry",https://www.wikidata.org/wiki/Q16199522,Q16199522,"the wary widow; or, sir noisy parrat; a comedy [in five acts, in prose and verse]. [electronic resource]","the wary widow; or, sir noisy parrat; a comedy","[in five acts, in prose and verse].",,,,,,"london, 1693.",1693,london,,comedy
14813399,lsidyv314e629c,"hoadly, benjamin, m.d., f.r.s.","hoadly, benjamin",https://www.wikidata.org/wiki/Q15994513,Q15994513,"the suspicious husband. a comedy [in five acts, in prose]. [electronic resource]",the suspicious husband. a comedy,"[in five acts, in prose].",,,,,,"london, 1747.",1747,london,,comedy
14813405,lsidyv34f865f7,"hobbes, john oliver, pseud. [i.e. pearl mary-teresa craigie.]","hobbes, john oliver",https://www.wikidata.org/wiki/Q1701256,Q1701256,"the ambassador: a comedy, in four acts. [electronic resource]","the ambassador: a comedy, in four acts",,,,,,,"london : t. f. unwin, 1898.",1898,london,t. f. unwin,comedy
14813410,lsidyv3ae3ad44,"hobbes, john oliver, pseud. [i.e. pearl mary-teresa craigie.]","hobbes, john oliver",https://www.wikidata.org/wiki/Q1701256,Q1701256,the sinner's comedy. [a novel.] [electronic resource],the sinner's comedy,[a novel.],,,,,,"london : t. f. unwin, 1892.",1892,london,t. f. unwin,comedy
14813506,lsidyv34948b43,"holcroft, thomas, 1745-1809","holcroft, thomas",https://www.wikidata.org/wiki/Q1114941,Q1114941,"[hear both sides, a comedy [in five acts and in prose].] [electronic resource]","hear both sides, a comedy",[in five acts and in prose].,second edition,,,,,"london, 1803.",1803,london,,comedy
14813588,lsidyv34ef240f,"holt, francis ludlow.","holt, francis ludlow",https://www.wikidata.org/wiki/Q5481772,Q5481772,"the land we live in: a comedy, in five acts ... second edition. [electronic resource]","the land we live in: a comedy, in five acts",second edition....,,,,,,"london : john bell, 1805.",1805,london,john bell,comedy
14813589,lsidyv339236cc,"holt, francis ludlow.","holt, francis ludlow",https://www.wikidata.org/wiki/Q5481772,Q5481772,"the land we live in; a comedy in five acts [and in prose] ... third edition, etc. [electronic resource]",the land we live in; a comedy in five acts,"[and in prose] third edition, etc....",,,,,,"london, 1805.",1805,london,,comedy
14813657,lsidyv34987a80,"hope, anthony, 1863-1933.","hope, anthony",https://www.wikidata.org/wiki/Q457287,Q457287,the adventure of the lady ursula. a comedy in four acts. [electronic resource],the adventure of the lady ursula. a comedy in four acts,,,,,,,"new york : r. h. russell, 1898.",1898,new york,r. h. russell,comedy
14813660,lsidyv3a3e47a2,"hope, anthony, 1863-1933.","hope, anthony",https://www.wikidata.org/wiki/Q457287,Q457287,comedies of courtship. [electronic resource],comedies of courtship,,,,,,,"london : innes & co., 1896.",1896,london,innes & co.,comedy
14813796,lsidyv34948de0,"houston, thomas, esq., of newcastle.","houston, thomas",https://www.wikidata.org/wiki/Q7790837,Q7790837,"term day; or, the unjust steward. a comedy, in five acts [and in prose]. [electronic resource]","term day; or, the unjust steward. a comedy, in five acts",[and in prose].,,,,,,"newcastle upon tyne, 1803.",1803,newcastle upon tyne,,comedy
14813828,lsidyv345ccec4,"howard, james, hon.","howard, james",https://www.wikidata.org/wiki/Q6136296,Q6136296,"the english mounsieur, a comedy [in five acts and in verse]. [electronic resource]","the english mounsieur, a comedy",[in five acts and in verse].,,,,,,"london, 1674.",1674,london,,comedy
14813847,lsidyv345b1dc0,"howell, james, historiographer royal to charles ii.","howell, james",https://www.wikidata.org/wiki/Q6136324,Q6136324,"the nuptialls of peleus and thetis. consisting of a mask and a comedy, etc. [translated from the “tetide” of diamante gabrielli?] [electronic resource]","the nuptialls of peleus and thetis. consisting of a mask and a comedy, etc.",[translated from the “tetide” of diamante gabrielli?],,"gabrielli, diamante.","gabrielli, diamante",,,"london : henry herringman, 1654.",1654,london,henry herringman,comedy
14814142,lsidyv3034135e,"inchbald, mrs., 1753-1821","inchbald, elizabeth",https://www.wikidata.org/wiki/Q469974,Q469974,"i'll tell you what. a comedy in five acts, etc. [electronic resource]","i'll tell you what. a comedy in five acts, etc.",,,,,,,"london : g. g. t. & j. robinson, 1786.",1786,london,g. g. t. & j. robinson,comedy
14814144,lsidyv34949242,"inchbald, mrs., 1753-1821","inchbald, elizabeth",https://www.wikidata.org/wiki/Q469974,Q469974,to marry or not to marry: a comedy in five acts [and in prose]. [electronic resource],to marry or not to marry: a comedy in five acts,[and in prose].,,,,,,"london, 1805.",1805,london,,comedy
14814145,lsidyv34257b2f,"inchbald, mrs., 1753-1821","inchbald, elizabeth",https://www.wikidata.org/wiki/Q469974,Q469974,[to marry or not to marry: a comedy in five acts [and in prose].] [electronic resource],to marry or not to marry: a comedy in five acts,[and in prose].,second edition,,,,,"london, 1805.",1805,london,,comedy
14814277,lsidyv345d46ec,,,,,"the ile of gulls [a comedy in five acts and in prose. by j. day]. as it hath been often acted in the black fryers, by the children of the revels. [electronic resource]",the ile of gulls,"[a comedy in five acts and in prose. by j. day]. as it hath been often acted in the black fryers, by the children of the revels.",,"day, john, dramatist.","day, john",,,"london, 1633.",1633,london,,comedy
14814408,lsidyv349c39e6 -- lsidyv349c444b,"james, henry, 1843-1916","james, henry",https://www.wikidata.org/wiki/Q170509,Q170509,theatricals. two comedies. tenants. disengaged. (second series. the album. the reprobate.). [electronic resource],theatricals. two comedies. tenants. disengaged., (second series. the album. the reprobate.),,,,,,"london : 2 ser. osgood & mcilvaine, 1894.",1894,london,2 ser. osgood & mcilvaine,comedy
14814409,lsidyv349c5fe5,"james, henry, 1843-1916","james, henry",https://www.wikidata.org/wiki/Q170509,Q170509,theatricals. two comedies. tenants. disengaged. [both in three acts and in prose.] [electronic resource],theatricals. two comedies. tenants. disengaged,[both in three acts and in prose.],,,,,,"new york : harper & bros., 1894.",1894,new york,harper & bros.,comedy
14814545,lsidyv352c5550,"jerome, jerome k. (jerome klapka), 1859-1927","jerome, jerome k. jerome klapka",https://www.wikidata.org/wiki/Q218698,Q218698,the prude's progress. a comedy in three acts. [by j. k. jerome and eden phillpotts.] [electronic resource],the prude's progress. a comedy in three acts,[by j. k. jerome and eden phillpotts.],,"phillpotts, eden, 1862-1960.","phillpotts, eden",,,"london : chatto & windus, 1895.",1895,london,chatto & windus,comedy
14814737,lsidyv345b6488,"jones, john, eugenius.","jones, john, eugenius",,,"adrasta: or, the woman's spleene, and lover's conquest. a tragi-comedie [in five acts, in prose and verse]. [electronic resource]","adrasta: or, the woman's spleene, and lover's conquest. a tragi-comedie","[in five acts, in prose and verse].",,,,,,"london, 1635.",1635,london,,comedy
14814758,lsidyv338ebf30,"jonson, ben, 1573?-1637.","jonson, ben",https://www.wikidata.org/wiki/Q193857,Q193857,"bartholmew fayre: a comedie, acted in the yeare, 1614. by the lady elizabeths servants, etc. [electronic resource]",bartholmew fayre: a comedie,,,,,,,"london : printed by i. b. for robert allot, 1631.",1631,london,printed by i. b. for robert allot,comedy
14814760,lsidyv338ec3da,"jonson, ben, 1573?-1637.","jonson, ben",https://www.wikidata.org/wiki/Q193857,Q193857,"the divell is an asse. a comedie acted in the yeare, 1616. by his majesties servants. [electronic resource]",the divell is an asse. a comedie,"acted in the yeare, 1616. by his majesties servants",,,,,,"imprinted at london, 1641.",1641,london,imprinted at london,comedy
14814763,lsidyv338ec1f1,"jonson, ben, 1573?-1637.","jonson, ben",https://www.wikidata.org/wiki/Q193857,Q193857,"the staple of newes. a comedie acted in the yeare, 1625. by his maiesties servants. [electronic resource]",the staple of newes. a comedie," acted in the yeare, 1625. by his maiesties servants",,,,,,"printed by i. b. for robert allot. london, 1631.",1631,london,printed by i. b. for robert allot. london,comedy
14814805,lsidyv3ce84653,,,,,looking glass for my poli-comedie actors in europe. being personal history of an indian's tour from moscow to birmingham. [electronic resource],looking glass for my poli-comedie actors in europe,being personal history of an indian's tour from moscow to birmingham,,,,,,"bombay, 1891.",1891,bombay,,comedy
14814907,lsidyv338eea0a,"kelly, hugh, 1739-1777.","kelly, hugh",https://www.wikidata.org/wiki/Q3142272,Q3142272,"false delicacy; a comedy [in five acts and in prose], etc. [electronic resource]",false delicacy; a comedy etc.,"[in five acts and in prose], etc.",,,,,,"london, 1768.",1768,london,,comedy
14814925,lsidyv3a5810ad,"kemble, john philip, 1757-1823.","kemble, john philip",https://www.wikidata.org/wiki/Q1701422,Q1701422,"[the pannel. an entertainment of three acts. altered [by j. p. kemble] from the comedy of 'tis well it's no worse [an adaptation by bickerstaffe of calderón's “el escondido y la tapada”], etc.] [electronic resource]",the pannel. an entertainment of three acts,"altered [by j. p. kemble] from the comedy of 'tis well it's no worse [an adaptation by bickerstaffe of calderón's “el escondido y la tapada”], etc.",the second edition,"calderón de la barca, pedro, 1600-1681.","calderón de la barca, pedro",,,"london : c. stalkerd, etc., 1789.",1789,london,c. stalkerd etc.,comedy
14814980,lsidyv31adf809,"kenney, james.","kenney, james",https://www.wikidata.org/wiki/Q995109,Q995109,"the world; a comedy, in five acts [and in prose]. [electronic resource]","the world; a comedy, in five acts",[and in prose].,,,,,,"london, 1808.",1808,london,,comedy
14814982,lsidyv3a581b10,"kenrick, william, ll.d.","kenrick, william",https://www.wikidata.org/wiki/Q8013950,Q8013950,"the duellist, a comedy [in five acts and in prose]. [electronic resource]","the duellist, a comedy",[in five acts and in prose].,,,,,,"london, [1773.]",1773,london,,comedy
