aleph system no.,dom id,author (o),author (n),author_wikidata_url,author_wikidata_id,title (o),title (n),metadata,edition,other authors (o),other authors (n),series,subject,imprint (o),p year,p location,p name,type
14816870,lsidyv2eba2dca,"hieron, samuel.",Samuel Hieron,https://www.wikidata.org/wiki/Q18672289,Q18672289,"fair-play on both sides: or, the surest way to heaven: discovered in a dispute between a roman-catholic and a protestant. [electronic resource]","fair-play on both sides: or, the surest way to heaven:",discovered in a dispute between a roman-catholic and a protestant,,,,,,"london, 1666.",1666,london,,play
14816873,lsidyv2eb41722,,,,,"the eve of st. hyppolite: a play, in five acts [in verse]. [electronic resource]","the eve of st. hyppolite: a play, in five acts",[in verse],,,,,,"london, 1821.",1821,london,,play
14816878,lsidyv32d66d79,"hoare, prince.",hoare,,,"the three and the deuce! a comic drama, in three acts [in prose]. [electronic resource]","the three and the deuce! a comic drama, in three acts",[in prose],,,,,,"london, 1806.",1806,london,,play
14816883,lsidyv32d6a5f3,"holbrook, ann catherine.",Ann Holbrook,https://www.wikidata.org/wiki/Q18670736,Q18670736,"the dramatist; or, memoirs of the stage. with the life of the authoress. [electronic resource]","the dramatist; or, memoirs of the stage. with the life of the authoress",,,,,,,"birmingham, 1809.",1809,birmingham,,play
14816922,lsidyv3353032a,"iffland, august wilhelm.",August Wilhelm Iffland,https://www.wikidata.org/wiki/Q215115,Q215115,crime from ambition; a play in five acts [and in prose]; translated from the german by m. geisweiler. [electronic resource],crime from ambition; a play in five acts,[and in prose]; translated from the german by m. geisweiler,,"geisweiler, maria.","geisweiler, maria",,,"london, 1800.",1800,london,,play
14816928,lsidyv2eb7b96e,"inchbald, mrs., 1753-1821",Elizabeth Inchbald,https://www.wikidata.org/wiki/Q469974,Q469974,"such things are; a play, in five acts [and in prose], etc. [electronic resource]","such things are; a play, in five acts","[and in prose], etc.",,,,,,"london, 1788.",1788,london,,play
14817007,lsidyv33529f68,"kotzebue, august friedrich ferdinand von.",August von Kotzebue,https://www.wikidata.org/wiki/Q57242,Q57242,"the natural son; a play in five acts. being the original of lovers' vows ... translated from the german by a. plumptre, etc. [electronic resource]",the natural son; a play in five acts. being the original of lovers' vows,"translated from the german by a. plumptre, etc...",,"kotzebue, august friedrich ferdinand von.","kotzebue, august friedrich ferdinand von",,,"london, 1798.",1798,london,,play
14817009,lsidyv33529cef,"kotzebue, august friedrich ferdinand von.",August von Kotzebue,https://www.wikidata.org/wiki/Q57242,Q57242,"the stranger; or, misanthropy and repentance: a drama, in five acts. faithfully translated ... from the german ... by g. papendick, etc. [electronic resource]","the stranger; or, misanthropy and repentance: a drama, in five acts","faithfully translated. from the german...by g. papendick, etc.",,"kotzebue, august friedrich ferdinand von. -- papendick, george.","kotzebue, august friedrich ferdinand von |papendick, george",,,"london, 1798.",1798,london,,play
14817010,lsidyv33529719,"kotzebue, august friedrich ferdinand von.",August von Kotzebue,https://www.wikidata.org/wiki/Q57242,Q57242,"the negro slaves, a dramatic-historical piece, in three acts [and in prose]. translated from the german. [electronic resource]","the negro slaves, a dramatic-historical piece, in three acts",[and in prose]. translated from the german,,"kotzebue, august friedrich ferdinand von.","kotzebue, august friedrich ferdinand von",,,"london, 1796.",1796,london,,play
14817011,lsidyv3352a1c9,"kotzebue, august friedrich ferdinand von.",August von Kotzebue,https://www.wikidata.org/wiki/Q57242,Q57242,"self-immolation; or, the sacrifice of love. a play in three acts [and in prose]. ... faithfully translated from the german by h. neuman. [electronic resource]","self-immolation; or, the sacrifice of love. a play in three acts",faithfully translated from the german by h. neuman.... [and in prose],,"kotzebue, august friedrich ferdinand von. -- neuman, henry.","kotzebue, august friedrich ferdinand von |neuman, henry",,,"london, 1799.",1799,london,,play
14817064,lsidyv34af7e19,,,,,"the mise of lewes; or, the restoration of magna charta. a drama, in five acts [and in verse]. [electronic resource]","the mise of lewes; or, the restoration of magna charta. a drama, in five acts",[and in verse],,,,,,"london, 1823.",1823,london,,play
14817086,lsidyv3163f1ca,"lewis, m. g. (matthew gregory), 1775-1818.",Matthew Gregory Lewis,https://www.wikidata.org/wiki/Q121060,Q121060,"venoni, or the novice of st. mark's. a drama in three acts [and in prose]. [electronic resource]","venoni, or the novice of st. mark's. a drama in three acts",[and in prose],,,,,,"london : longman, etc., 1809.",1809,london,longman etc.,play
14817137,lsidyv349b68c7 -- lsidyv39f4fa8c,,,,,"a life race: a play, in three acts. [electronic resource]","a life race: a play, in three acts",,,,,,,"london, 1871.",1871,london,,play
14817155,lsidyv393d8d14,,,,,"lincolnshire in 1835, with the rivers humber, trent and witham, displayed in a series of views, ... accompanied by an explanatory ... description [by m. saunders]. [electronic resource]","lincolnshire in 1835, with the rivers humber, trent and witham, displayed in a series of views",accompanied by an explanatory...description [by m. saunders],,"saunders, mary, of lincoln.","saunders, mary",,,"lincoln, 1835.",1835,lincoln,,play
14817409,lsidyv3ca6c267,,,,,industrial instruction on the continent. being the introductory lecture of the session 1852-1853. by lyon playfair. [electronic resource],industrial instruction on the continent,being the introductory lecture of the session 1852-1853. by lyon playfair,,"playfair, lyon playfair, baron, 1818-1898.","playfair, lyon playfair, baron",,,"london, 1852.",1852,london,,play
14817744,lsidyv3a98e473,"m., t. p.",Margaret Pender,https://www.wikidata.org/wiki/Q55806876,Q55806876,"grandpapa's verses and pictures; or, natural history in play. by t. p. m. with ... illustrations by r. h. moore. [electronic resource]","grandpapa's verses and pictures; or, natural history in play","by t. p. m. with, illustrations by r. h. moore...",,"moore, r. h.","moore, r. h.",,,"london : griffith and farran, [1881.].",1881,london,griffith and farran,play
14817756,lsidyv3d9d1f2a,"maberly, kate charlotte, hon.","maberly, kate charlotte",,,display: a novel. [electronic resource],display: a novel,,,,,,,"london, 1855.",1855,london,,play
14817761,lsidyv3ad5905f,"macaire, robert.",Rob Macaire,https://www.wikidata.org/wiki/Q1563639,Q1563639,"robert macaire. a novel, founded on the play [by benjamin antier, saint-amand, and polyanthe] l'auberge des adrêts. [electronic resource]",robert macaire. a novel,"founded on the play [by benjamin antier, saint-amand, and polyanthe] l'auberge des adrêts",,"saint-amand, l., pseud. [i.e. jean amand lacoste.].","saintamand, l.",,,"pp. 128. g. routledge & sons: london, 1888.",1888,london,g. routledge & sons,play
14818034,lsidyv3a2f745f,"mackie, john, novelist.","mackie, john",,,the devil's playground. a story of the wild north west. [electronic resource],the devil's playground. a story of the wild north west,,,,,,,"london : t. fisher unwin, 1894.",1894,london,t. fisher unwin,play
14818169,lsidyv349cdbbd,"mactaggart, ann.",Ann Elizabeth Mactaggart,https://www.wikidata.org/wiki/Q76067211,Q76067211,"theodora, etc. [five plays by a. mactaggart.] [with “villario”, “hortensia”, and “a search after perfection”.] [electronic resource]","theodora, etc.","[five plays by a. mactaggart.] [with “villario”, “hortensia”, and “a search after perfection”.]",,"gardyne, a.","gardyne, a.",,,"1814, 1815.",1814,,,play
14818274,lsidyv2eb3e141,"malone, edmond.","malone, edmond",,,[an attempt to ascertain the order in which the plays attributed to shakespeare were written.] [electronic resource],an attempt to ascertain the order in which the plays attributed to shakespeare were written,,another edition,,,,,1785,1785,,,play
14818461,lsidyv39bb00be -- lsidyv39e5deed -- lsidyv39baed85,"marryat, florence, 1837-1899.",Florence Marryat,https://www.wikidata.org/wiki/Q538620,Q538620,"for ever and ever; a drama of life, etc. [electronic resource]","for ever and ever; a drama of life, etc.",,,,,,,"london, 1866.",1866,london,,play
14818487,lsidyv3af43e17 -- lsidyv3b0ba3ec -- lsidyv3b0b9dc6,"marryat, florence, 1837-1899.",Florence Marryat,https://www.wikidata.org/wiki/Q538620,Q538620,peeress and player. a novel. [electronic resource],peeress and player. a novel,,,,,,,"london : f. v. white & co., 1883.",1883,london,f. v. white & co.,play
14818672,lsidyv34944701,"martyn, edward joseph.",Edward Martyn,https://www.wikidata.org/wiki/Q1292960,Q1292960,"the heather field, and maeve. [two dramas.] ... with an introduction by george moore. [electronic resource]","the heather field, and maeve",with an introduction by george moore.... [two dramas.],,,,,,"london : duckworth and co., 1899.",1899,london,duckworth and co.,play
14818683,lsidyv3352e7b0,"mary, queen of scots, 1542-1587.",mary,,,"mary stewart, queen of scots; an historical drama [in five acts and in verse. by james grahame]. [electronic resource]","mary stewart, queen of scots; an historical drama",[in five acts and in verse. by james grahame],,"grahame, james, poetical writer.","grahame, james",,,"edinburgh, 1801.",1801,edinburgh,,play
14818697,lsidyv3424c5c3,"mason, john monck, right hon.",John Monck Mason,https://www.wikidata.org/wiki/Q16857961,Q16857961,"comments on the last edition of shakespeare's plays. (additional comments, etc.). [electronic resource]",comments on the last edition of shakespeare's plays.,"(additional comments, etc.)",,"shakespeare, william, 1564-1616","shakespeare, william",,,"london, 1785.",1785,london,,play
14818698,lsidyv33922299,"mason, john monck, right hon.",John Monck Mason,https://www.wikidata.org/wiki/Q16857961,Q16857961,"[comments on the plays of beaumont and fletcher: with an appendix, containing some further observations on shakespeare, extended to the late editions of malone and steevens. l.p.] [electronic resource]",comments on the plays of beaumont and fletcher,"with an appendix, containing some further observations on shakespeare, extended to the late editions of malone and steevens. l.p",another edition. ms. notes by g. steevens,"beaumont, francis, 1584-1616. -- fletcher, john, dramatist. -- malone, edmond. -- shakespeare, william, 1564-1616 -- steevens, george.","beaumont, francis |fletcher, john, |malone, edmond |shakespeare, william |steevens, george",,,"london, 1798.",1798,london,,play
14818702,lsidyv33931423,"mason, william, poet.","mason, william",,,"[poems ... containing, odes, elegies, dramatic pieces, &c. to this dublin edition are added, i. isis: an elegy. ii. an ode performed at the senate-house at cambridge, at the installation of his grace the duke of newcastle, chancellor of the university. by the same author.] [electronic resource]",poems,"containing, odes, elegies, dramatic pieces, &c. to this dublin edition are added, i. isis: an elegy. ii. an ode performed at the senate-house at cambridge, at the installation of his grace the duke of newcastle, chancellor of the university. by the same author...",fifth edition,,,,,"york, 1779.",1779,york,,play
14818714,lsidyv315cbded -- lsidyv33930023 -- lsidyv3352c9e7 -- lsidyv338eae00,"massinger, philip, 1583-1640.",Philip Massinger,https://www.wikidata.org/wiki/Q380291,Q380291,"the plays of philip massinger ... with notes critical and explanatory, by w. gifford. (essay on the dramatick writings of massinger by j. ferriar.). [electronic resource]",the plays of philip massinger,"with notes critical and explanatory, by w. gifford. (essay on the dramatick writings of massinger by j. ferriar.)...",,"gifford, william, editor of the quarterly review.","gifford, william",,,"london, 1805.",1805,london,,play
14818816,lsidyv349b8e2d,"maugham, henry neville.",Henry Neville Maugham,https://www.wikidata.org/wiki/Q107220251,Q107220251,the husband of poverty. a drama [in five acts and in verse] of the life of francis of assisi. [electronic resource],the husband of poverty. a drama of the life of francis of assisi,[in five acts and in verse],,,,,,"london : e. stock, 1896.",1896,london,e. stock,play
14818817,lsidyv34ec8567,"maugham, henry neville.",Henry Neville Maugham,https://www.wikidata.org/wiki/Q107220251,Q107220251,sir paul pindar and other plays. [electronic resource],sir paul pindar and other plays,,,,,,,"london : grant richards, 1899.",1899,london,grant richards,play
14819042,lsidyv34fdb5b6,,,,,"beumans meriasek. the life of saint meriasek, bishop and confessor. a cornish drama. edited, with a translation and notes, by whitley stokes. [electronic resource]","beumans meriasek. the life of saint meriasek, bishop and confessor. a cornish drama.","edited, with a translation and notes, by whitley stokes",,"stokes, whitley, ll.d.","stokes, whitley, ll.d.",,,"london, dublin [printed], 1872.",1872,london,dublin,play
14819113,lsidyv38df8e7f -- lsidyv3b8aab46 -- lsidyv3b8ab17f,"middlemass, jean.",Mary Jane Middlemass,https://www.wikidata.org/wiki/Q15961864,Q15961864,innocence at play. a novel. [electronic resource],innocence at play. a novel,,,,,,,"london : tinsley brothers, [1880.].",1880,london,tinsley brothers,play
14819181,lsidyv34251abb,"miller, john, surgeon's mate, r.n.","miller, john",,,"poems on several occasions. to which are added, dramatic epistles [in verse] from the principal characters in some of our most approved english tragedies. [electronic resource]","poems on several occasions. to which are added, dramatic epistles",[in verse] from the principal characters in some of our most approved english tragedies,,,,,,"london, 1754.",1754,london,,play
14819209,lsidyv3493126c,"milman, constance angelena, afterwards arbuthnot (constance angelena) lady.","milman, constance angelena, afterwards arbuthnot",,,"the doll dramas. the dolls' drama, and other plays. [electronic resource]","the doll dramas. the dolls' drama, and other plays",,,,,,,"london : w. smith & innes, 1890.",1890,london,w. smith & innes,play
14819211,lsidyv339695b9,"milman, henry hart, 1791-1868.",Henry Hart Milman,https://www.wikidata.org/wiki/Q4269655,Q4269655,[the fall of jerusalem: a dramatic poem.] [electronic resource],the fall of jerusalem: a dramatic poem,,new edition,,,,,"london, 1820.",1820,london,,play
14819220,lsidyv391683a6,"miln, louise jordan.",Louise Jordan Miln,https://www.wikidata.org/wiki/Q52148489,Q52148489,"when we were strolling players in the east, etc. [electronic resource]","when we were strolling players in the east, etc.",,,,,,,"london : osgood & mcilvaine, 1894.",1894,london,osgood & mcilvaine,play
14819251,lsidyv349c53cb,"milton, meyrick.","milton, meyrick",,,two plays. [electronic resource],two plays,,,,,,,"london : henry and co., 1895.",1895,london,henry and co.,play
14819289,lsidyv349b6c8b,"mitchell, robert, poetical writer.","mitchell, robert",,,"william of normandy: a play, in five acts. echo: a poem. village church and churchyard musings, etc. [electronic resource]","william of normandy: a play, in five acts. echo: a poem. village church and churchyard musings, etc.",,,,,,,"london : effingham wilson, 1879.",1879,london,effingham wilson,play
14819313,lsidyv31b6b0d4 -- lsidyv3a99fa81,"mitford, mary russell.",Mary Russell Mitford,https://www.wikidata.org/wiki/Q455571,Q455571,the dramatic works of m. r. mitford. [electronic resource],the dramatic works of m. r. mitford,,,,,,,"london, 1854.",1854,london,,play
14819374,lsidyv3955107d -- lsidyv34986110 -- lsidyv3492055c,"moncrieff, william thomas, pseud. [i.e. william thomas thomas.]",William Thomas Moncrieff,https://www.wikidata.org/wiki/Q8019332,Q8019332,selection from the dramatic works of w. t. m. [electronic resource],selection from the dramatic works of w. t. m,,,,,,,"london : h. lacy, 1851.",1851,london,h. lacy,play
14819375,lsidyv34ec15ec,"moncrieff, william thomas, pseud. [i.e. william thomas thomas.]",William Thomas Moncrieff,https://www.wikidata.org/wiki/Q8019332,Q8019332,"ivanhoe! or, the jewess. a chivalric play in three acts [and in prose], founded on the popular romance of ivanhoe. [electronic resource]","ivanhoe! or, the jewess. a chivalric play in three acts","[and in prose], founded on the popular romance of ivanhoe",,"scott, walter, sir, 1771-1832","scott, walter",,,"london, 1820.",1820,london,,play
14819377,lsidyv3499d166,"moncrieff, william thomas, pseud. [i.e. william thomas thomas.]",William Thomas Moncrieff,https://www.wikidata.org/wiki/Q8019332,Q8019332,"sam weller, or, the pickwickians. a drama in three acts [and in prose, founded on charles dickens's novel]. [electronic resource]","sam weller, or, the pickwickians. a drama in three acts","[and in prose, founded on charles dickens's novel]",,"dickens, charles, 1812-1870","dickens, charles",,,"london, 1837.",1837,london,,play
14822851,lsidyv3a9a11dd -- lsidyv3a9a04d3,,,,,"the ancient cornish drama [electronic resource] / edited and translated by mr. edwin norris, etc.",the ancient cornish drama,"edited and translated by mr. edwin norris, etc.",,"norris, edwin, 1795-1872.","norris, edwin",,"Cornish drama, Cornish language Grammar","oxford : at the university press, 1859.",1859,oxford,at the university press,play
14823039,lsidyv301ddca0,"lascelles, rowley.","lascelles, rowley",,,"the university and city of oxford; displayed in a series of seventy-two views, drawn and engraved by j. and h. s. storer. accompanied with a dialogue, after the manner of castiglione by r. l., etc. [electronic resource]",the university and city of oxford,"displayed in a series of seventy-two views, drawn and engraved by j. and h. s. storer. accompanied with a dialogue, after the manner of castiglione by r. l., etc.",,"storer, henry sargant. -- storer, james sargant.","storer, henry sargant |storer, james sargant",,,"london, 1821.",1821,london,,play
14823459,lsidyv3bcd19a7 -- lsidyv3bcae8c7,"pennell, joseph, 1857-1926.",Joseph Pennell,https://www.wikidata.org/wiki/Q1389068,Q1389068,play in provence: being a series of sketches written and drawn by j. pennell and e. r. pennell. [electronic resource],play in provence: being a series of sketches,written and drawn by j. pennell and e. r. pennell,,"pennell, elizabeth robins, 1855-1936.","pennell, elizabeth robins",,,"london : t. f. unwin, 1892.",1892,london,t. f. unwin,play
14823460,lsidyv349b298d -- lsidyv3942b287,"pennie, john fitzgerald.",John Fitzgerald Pennie,https://www.wikidata.org/wiki/Q22348120,Q22348120,"britain's historical drama; a series of national tragedies, intended to illustrate the manners, customs, and religious institutions of different early eras in britain. (second series.). [electronic resource]",britain's historical drama; a series of national tragedies,"intended to illustrate the manners, customs, and religious institutions of different early eras in britain. (second series.)",,,,,,"london, 1832-39.",1832,london,,play
14824002,lsidyv314648ff -- lsidyv2ebb5a47,"scott, walter, sir, 1771-1832",Walter Scott,https://www.wikidata.org/wiki/Q79025,Q79025,"halidon hill; a dramatic sketch, from scottish history. [in two acts, and in verse.] [electronic resource]","halidon hill; a dramatic sketch, from scottish history","[in two acts, and in verse.]",,,,,,"edinburgh; hurst, robinson & co. london : archibald constable & co., 1822.",1822,london & edinburgh,hurst robinson & co. | archibald constable & co.,play
14824040,lsidyv345bbd15 -- lsidyv345bb10c -- lsidyv345bc93b -- lsidyv345b8ecf -- lsidyv345b83aa -- lsidyv33906e8f -- lsidyv342613d5 -- lsidyv31a40709 -- lsidyv345b9ded,"shakespeare, william, 1564-1616",William Shakespeare,https://www.wikidata.org/wiki/Q692,Q692,the plays of william shakespeare. in ten volumes. with the corrections and illustrations of various commentators; to which are added notes by s. johnson and g. steevens. with an appendix. [electronic resource],the plays of william shakespeare. in ten volumes.,with the corrections and illustrations of various commentators; to which are added notes by s. johnson and g. steevens. with an appendix,,"hanmer, thomas, sir, bart., speaker of the house of commons. -- warburton, william, 1698-1779.","hanmer, thomas |warburton, william",,,"london : c. bathurst, etc., 1773.",1773,london,c. bathurst etc.,play
14824045,lsidyv3860d512 -- lsidyv3860ec08 -- lsidyv3860fc4c -- lsidyv338b72e9 -- lsidyv3a974f5d -- lsidyv32ca672c -- lsidyv3423c75f -- lsidyv345d5006,"shakespeare, william, 1564-1616",William Shakespeare,https://www.wikidata.org/wiki/Q692,Q692,"the dramatic works of william shakspeare; with notes ... selected from the most eminent commentators: to which is prefixed a life of the author, by the rev. w. harness, etc. [electronic resource]",the dramatic works of william shakspeare; with notes,"selected from the most eminent commentators: to which is prefixed a life of the author, by the rev. w. harness, etc...",,"harness, william.","harness, william",,,"london : saunders & otley, 1825.",1825,london,saunders & otley,play
14824046,lsidyv33908b36 -- lsidyv2eb15ed3 -- lsidyv33907a38 -- lsidyv345bd814,"shakespeare, william, 1564-1616",William Shakespeare,https://www.wikidata.org/wiki/Q692,Q692,"twenty of the plays of shakespeare, being the whole number printed in quarto during his life-time, or before the restoration; collated where there were different copies, and publish'd from the originals by g. steevens. (the contention of the two famous houses of york and lancaster.-shakespeare's sonnets.-a lover's complaint.-the history of king leir and his three daughters.). [electronic resource]",twenty of the plays of shakespeare,"being the whole number printed in quarto during his life-time, or before the restoration; collated where there were different copies, and publish'd from the originals by g. steevens. (the contention of the two famous houses of york and lancaster.-shakespeare's sonnets.-a lover's complaint.-the history of king leir and his three daughters.)",,"steevens, george.","steevens, george",,,"london : j. & r. tonson, 1766.",1766,london,j. & r. tonson,play
14824047,lsidyv32baa502 -- lsidyv345ecc25,"shakespeare, william, 1564-1616",William Shakespeare,https://www.wikidata.org/wiki/Q692,Q692,"the history of king richard the second. acted at the theatre royal under the name of the sicilian usurper. with a prefatory epistle in vindication of the author, occasion'd by the prohibition of this play on the stage, by n. tate. [electronic resource]",the history of king richard the second,"acted at the theatre royal under the name of the sicilian usurper. with a prefatory epistle in vindication of the author, occasion'd by the prohibition of this play on the stage, by n. tate",,"tate, nahum.","tate, nahum",,,"london : printed for richard tonson and jacob tonson, 1681.",1681,london,printed for richard tonson and jacob tonson,play
14824139,lsidyv352f142c -- lsidyv352f0bb4,"smith, henry john, dramatist.","smith, henry john",,,dramatic works and minor poems ... illustrated by a. niemeyer. [electronic resource],dramatic works and minor poems,illustrated by a. niemeyer...,,"niemeyer, adelbert.","niemeyer, adelbert",,,"london : w. ridgway, 1891.",1891,london,w. ridgway,play
14824230,lsidyv3497e991 -- lsidyv3497e160,"stephens, george, author of “the manuscripts of erdély.”.","stephens, george",,,dramas for the stage. [electronic resource],dramas for the stage,,,,,,,"london : privately printed, 1846.",1846,london,privately printed,play
14824311,lsidyv39df2cd9 -- lsidyv39eb1107 -- lsidyv39eb09d2,"synge, william webb follett.",William Synge,https://www.wikidata.org/wiki/Q18531605,Q18531605,tom singleton. dragoon and dramatist. [electronic resource],tom singleton. dragoon and dramatist,,,,,,,"london, sydenham [printed] : chapman & hall, 1879.",1879,london,sydenham   chapman & hall,play
14824351,lsidyv34ec3db9 -- lsidyv309cdb70,"terry, daniel.",Daniel Terry,https://www.wikidata.org/wiki/Q5218908,Q5218908,"guy mannering; or, the gipsey's prophecy: a musical play in three acts [founded on sir walter scott's “guy mannering”]. second edition. [electronic resource]","guy mannering; or, the gipsey's prophecy: a musical play in three acts",[founded on sir walter scott's “guy mannering”]. second edition,,"scott, walter, sir, 1771-1832","scott, walter",,,"london, 1816.",1816,london,,play
14824362,lsidyv3384efc4 -- lsidyv3353da3c -- lsidyv39483003,"thelwall, john, lecturer.",John Thelwall,https://www.wikidata.org/wiki/Q519393,Q519393,"poems chiefly written in retirement. the fairy of the lake, a dramatic romance; effusions of relative and social feeling; and specimens of the hope of albion, or edwin of northumbria; an epic poem ... with a prefatory memoir of the life of the author and notes and illustrations of runic mythology. (second edition.). [electronic resource]","poems chiefly written in retirement. the fairy of the lake, a dramatic romance; effusions of relative and social feeling; and specimens of the hope of albion, or edwin of northumbria; an epic poem",with a prefatory memoir of the life of the author and notes and illustrations of runic mythology. (second edition.)...,,,,,,"hereford, 1801.",1801,hereford,,play
14824392,lsidyv39f5a841 -- lsidyv39f5a0d9 -- lsidyv39f59914,"thomas, afterwards cudlip, annie hall.","thomas, afterwards cudlip, annie hall",,,played out. a novel. [electronic resource],played out. a novel,,,,,,,"london, 1866.",1866,london,,play
14824408,lsidyv3b92e22b -- lsidyv3b92da66 -- lsidyv3b92d2fc,"thomas, bertha.","thomas, bertha",,,the violin-player. a novel. [electronic resource],the violin-player. a novel,,,,,,,"london : r. bentley & son, 1880.",1880,london,r. bentley & son,play
14824783,lsidyv3497fa10 -- lsidyv3497f39b -- lsidyv341cdcdf,"wilmot afterwards brand, barbarina, baroness dacre.","wilmot afterwards brand, barbarina",,,"dramas, translations and occasional poems. [electronic resource]","dramas, translations and occasional poems",,,,,,,"london : privately printed, 1821.",1821,london,privately printed,play
14824906,lsidyv3c605597 -- lsidyv38fefa0e,"wright, george newenham.",George Newenham Wright,https://www.wikidata.org/wiki/Q5542854,Q5542854,"[china: in a series of views, displaying the scenery, architecture and social habits of that ancient empire. drawn ... by t. allom. with historical and descriptive notices by the rev. g. n. wright.] [electronic resource]","china: in a series of views, displaying the scenery, architecture and social habits of that ancient empire",drawn by t. allom. with historical and descriptive notices by the rev. g. n. wright...,"another edition.the chinese empire illustrated: being a series of views from original sketches , by t. allom, esq., displaying the scenery, architecture, social habits, &c., of that ancient and exclusive nation. with historical and descriptive letterpress by the rev. g. n. wright.","allom, thomas.","allom, thomas",,China Description and travel,"london : london printing & publishing co., [1858, 59.].",1858,london,printing & publishing co.,play
14824965,lsidyv2aff786c -- lsidyv2aff581b,"z., z.","z., z",,,a drama in dutch. [a novel.] by z. z. [i.e. louis zangwill.] [electronic resource],a drama in dutch,[a novel.] by z. z. [i.e. louis zangwill.],,"zangwill, louis.","zangwill, louis",,,"london : w. heinemann, 1894.",1894,london,w. heinemann,play
14825754,lsidyv3945df21,"peacock, thomas love, 1785-1866.",Thomas Love Peacock,https://www.wikidata.org/wiki/Q561408,Q561408,"dramatic criticisms and translations, & other essays.","dramatic criticisms and translations, & other essays",,,,,"The works of Thomas Love Peacock , v. 10, The Halliford edition of the works of Thomas Love Peacock",,"london : constable & co. ; new york : gabriel wells, 1926.",1926,london,constable & co.    gabriel wells,play
14825757,lsidyv3352b8bd,"ravenscroft, edward, 1654?-1707.","ravenscroft, edward",,,"the anatomist: or, the sham doctor [electronic resource]. written by mr. ravenscroft. with the loves of mars and venus. a play set to music. written by mr. motteux. as they are acted together at the new theatre, in little lincolns-inn-fields..","the anatomist: or, the sham doctor .","written by mr. ravenscroft. with the loves of mars and venus. a play set to music. written by mr. motteux. as they are acted together at the new theatre, in little lincolns-inn-fields.",,"motteux, peter anthony, 1660-1718.","motteux, peter anthony",,,"london, : printed, and are to be sold by r. baldwin, near the oxford arms in warwick lane., 1697.",1697,london,printed and are to be sold by r. baldwin near the  arms in warwick lane.,play
14825761,lsidyv39b7c09f,"hunt, violet, 1862-1942.",Violet Hunt,,,"stories and play stories [electronic resource] / by violet hunt, the hon. mrs. arthur henniker, lady ridley, joseph strange, arthur handel hamer, and others.",stories and play stories,"by violet hunt, the hon. mrs. arthur henniker, lady ridley, joseph strange, arthur handel hamer, and others",,"henniker, florence, d. 1923. -- ridley, alice.","henniker, florence, d. |ridley, alice",,,"london : chapman & hall, 1897.",1897,london,chapman & hall,play
14825769,lsidyv34986e21,,,,,the series of dramatic entertainments performed by royal command [electronic resource] : before her majesty the queen ... at windsor castle. 1848-9 ... printed verbatim from the authorised versions. with facsimiles of the bills of performance and a corrected list of the royal personages and the nobility and gentry present on each occasion / edited by b. webster.,the series of dramatic entertainments performed by royal command  : before her majesty the queen,at windsor castle. 1848-9...printed verbatim from the authorised versions. with facsimiles of the bills of performance and a corrected list of the royal personages and the nobility and gentry present on each occasion / edited by b. webster,,"boucicault, dion, 1820-1890. -- jerrold, douglas william, 1803-1857. -- kenney, james, 1780-1849. -- morton, john maddison, 1811-1891. -- oxenford, john, 1812-1877. -- shakespeare, william, 1564-1616. -- shakespeare, william, 1564-1616. -- thompson, benjamin, 1776?-1816. -- webster, benjamin, 1797-1882.","boucicault, dion |jerrold, douglas william |kenney, james |morton, john maddison |oxenford, john |shakespeare, william |shakespeare, william |thompson, benjamin |webster, benjamin",,,"[london] : published by mr. mitchell [etc.], [1849]",1849,london,published by mr. mitchell,play
14825774,lsidyv3956bcc9,"wills, w. g. (william gorman), 1828-1891.",W. G. Wills,https://www.wikidata.org/wiki/Q2579000,Q2579000,drawing room dramas [electronic resource] / by william gorman wills and mrs. greene.,drawing room dramas,by william gorman wills and mrs. greene,,"wills, w. g. (william gorman), 1828-1891. -- greene, mrs. (louisa lilias), 1833-1891. -- greene, mrs. (louisa lilias), 1833-1891. -- f. m. s.","wills, william gorman |greene, louisa lilias |greene, louisa lilias |f. m. s.",,,"edinburgh : blackwood, 1873.",1873,edinburgh,blackwood,play
14825834,lsidyv349b6108,"montreuil, leon de.","montreuil, leon de",,,leon de montreuil. an original play in five acts and seven tableaux [and in prose]. [electronic resource],leon de montreuil. an original play in five acts and seven tableaux,[and in prose],,,,,,"london, paris [printed], 1868.",1868,london,,play
14825847,lsidyv34ed01e9,"moore, francis w.","moore, francis w",,,"[original plays & duologues, chiefly humorous.] [electronic resource]","original plays & duologues, chiefly humorous",,,,,,,"london : dean & son, 1898.",1898,london,dean & son,play
14825866,lsidyv34ed381d,"moore, george, 1852-1933.","moore, george",,,the strike at arlingford. play in three acts. [electronic resource],the strike at arlingford. play in three acts,,,,,,,"london : walter scott, 1893.",1893,london,walter scott,play
14826018,lsidyv3492f54b,"morton, john maddison, 1811-1891.",John Maddison Morton,https://www.wikidata.org/wiki/Q6246357,Q6246357,plays for home performance ... with biographical introduction by clement scott. [electronic resource],plays for home performance,with biographical introduction by clement scott...,,"scott, clement william.","scott, clement william",,,"london : ward, lock & co., 1889.",1889,london,ward lock & co.,play
