aleph system no.,dom id,author (o),author (n),author_wikidata_url,author_wikidata_id,title (o),title (n),metadata,edition,other authors (o),other authors (n),series,subject,imprint (o),p year,p location,p name,type
14602867,lsidyv2eb1acdd,,,,,the queen's visit to birmingham! a playful reminiscence ... in random rhyme ... by ... quiz. [electronic resource],the queen's visit to birmingham! a playful reminiscence,in random rhyme...by ... quiz,,"victoria, queen of great britain, 1819-1901.",victoria,,,"birmingham : w. cornish, [1858.].",1858,birmingham,w. cornish,play
14602972,lsidyv2eb2b217,"moculloch, philim.","moculloch, philim",,,"the murphiad. a mock heroic poem. [an attack on arthur murphy, the dramatist.] [electronic resource]",the murphiad. a mock heroic poem,"[an attack on arthur murphy, the dramatist.]",,"murphy, arthur, 1727-1805.","murphy, arthur",,,"london : printed for j. williams, 1761.",1761,london,printed for j. williams,play
14603044,lsidyv2eb33e33,"woodberry, george edward.",George Edward Woodberry,https://www.wikidata.org/wiki/Q5538895,Q5538895,"the players' elegy on the death of edwin booth, etc. [electronic resource]","the players' elegy on the death of edwin booth, etc.",,,,,,,"new-york : privately printed, 1893.",1893,new york,privately printed,play
14603329,lsidyv2eb77ab0,,,,,"a quarter of an hour before dinner; or, quality binding. a dramatic entertainment of one act [and in prose. by j. rose]. [electronic resource]","a quarter of an hour before dinner; or, quality binding. a dramatic entertainment of one act",[and in prose. by j. rose],,"rose, john, rector of st. martin outwich, london.","rose, john",,,"london, 1788.",1788,london,,play
14603337,lsidyv2eb7d779,,,,,"the spectre poverty: or the realities of life, displayed under an allegory. [in verse. by mrs. furlong.] [electronic resource]","the spectre poverty: or the realities of life, displayed under an allegory",[in verse. by mrs. furlong.],,,,,,"edinburgh, 1834.",1834,edinburgh,,play
14605554,lsidyv2f0b81d1,,,,,"the villa: or, glasnevin, a poem. written in imitation of cowley's pindariques [contained in the “poems” of 1656]. with a copy of verses to a young lady on seeing her at the play. inscribed to secretary belchier. [electronic resource]","the villa: or, glasnevin, a poem",written in imitation of cowley's pindariques  [contained in the “poems” of 1656]. with a copy of verses to a young lady on seeing her at the play. inscribed to secretary belchier,,"cowley, abraham.","cowley, abraham",,,"dublin : richard watts, 1754.",1754,dublin,richard watts,play
14608186,lsidyv309d2e22,"byron, george gordon byron, baron, 1788-1824",Lord Byron,https://www.wikidata.org/wiki/Q5679,Q5679,"manfred, a dramatic poem. [electronic resource]","manfred, a dramatic poem",,,,,,,"london : john murray, 1817.",1817,london,john murray,play
14608199,lsidyv30989f13,"cross, j. c. (james cartwright), d. 1809.","cross, james cartwright",,,"the apparition! a musical dramatic romance, in two acts, etc. [electronic resource]","the apparition! a musical dramatic romance, in two acts, etc.",,,,,,,"london : j. barker, 1794.",1794,london,j. barker,play
14608290,lsidyv3830b7a0 -- lsidyv30996619,"birch, samuel, 1757-1841.","birch, samuel",,,"the adopted child, a musical drama in two acts, etc. [electronic resource]","the adopted child, a musical drama in two acts, etc.",,,,,,,"london : c. dilly, 1795.",1795,london,c. dilly,play
14608294,lsidyv3350a335,,,,,"the venetian outlaw, a drama in three acts ... translated [from the french translation of j. h. d. zschokke's “abällino, oder der grosse bandit”] and adapted to the english stage by r. w. elliston. [electronic resource]","the venetian outlaw, a drama in three acts","translated [from the french translation of j. h. d. zschokke's “abällino, oder der grosse bandit”] and adapted to the english stage by r. w. elliston...",,"elliston, robert william. -- zschokke, heinrich, 1771-1848.","elliston, robert william |zschokke, heinrich",,,"london : c. & r. baldwin, 1805.",1805,london,c. & r. baldwin,play
14608329,lsidyv32cca4ba,"hurdis, james, 1763-1801",James Hurdis,https://www.wikidata.org/wiki/Q6136439,Q6136439,"cursory remarks upon the arrangement of the plays of shakespear, occasioned by reading mr. malone's essay on the chronological order of those celebrated pieces. [electronic resource]",cursory remarks upon the arrangement of the plays of shakespear,occasioned by reading mr. malone's essay on the chronological order of those celebrated pieces,,"malone, edmond. -- shakespeare, william, 1564-1616","malone, edmond |shakespeare, william",,,"london, 1792.",1792,london,,play
14608374,lsidyv32b9ed11,,,,,"selim and azor, a persian tale [a drama] in three parts [in verse. by sir g. collier], etc. [electronic resource]","selim and azor, a persian tale  in three parts , etc.",[a drama][in verse. by sir g. collier],,"collier, george, sir.","collier, george",,,"london, 1784.",1784,london,,play
14608410,lsidyv3382abd3,,,,,"abdallah; or, the arabian martyr: a christian drama, in three acts. [in verse.] [by thomas foster barham, the elder.] [electronic resource]","abdallah; or, the arabian martyr: a christian drama, in three acts","[in verse.] [by thomas foster barham, the elder.]",,"barham, thomas foster, 1766-1844.","barham, thomas foster",,,"london : j. hatchard & son, 1820.",1820,london,j. hatchard & son,play
14608470,lsidyv3358727f,"lee, henry, stage manager.","lee, henry",,,"the manager, a melo-dramatic tale [in verse]. [electronic resource]","the manager, a melo-dramatic tale",[in verse],,,,,,"london, 1822.",1822,london,,play
14608512,lsidyv3382bdf6,"thain, leslie.","thain, leslie",,,"timotheus, the violin player, (an irregular poem) ... second edition. [electronic resource]","timotheus, the violin player, (an irregular poem)",second edition...,,,,,,"abergavenny : thomas and edmunds, [1889.].",1889,abergavenny,thomas and edmunds,play
14608532,lsidyv33862bf4,h. c.,h. c,,,"peter little and the lucky sixpence; the frog's lecture; and other stories. a verse book for my children and their playmates. [the dedicatory poem signed: h. c., i.e. henry campkin.] [electronic resource]",peter little and the lucky sixpence; the frog's lecture; and other stories. a verse book for my children and their playmates,"[the dedicatory poem signed: h. c., i.e. henry campkin.]",,"campkin, henry, 1815?-1890.","campkin, henry",,,"london : james ridgway, 1851.",1851,london,james ridgway,play
14608768,lsidyv338ff6bd,"l., t. r. d.","l., t. r. d",,,"the all-conquering genius of ... james ii, king of england ... display'd in a heroick stanza occasion'd by his happy accession to the crown. whereunto his [sic] annexed a congratulation to both their majesties by way of an ode ... by t. r. d. l. [electronic resource]","the all-conquering genius of james ii, king of england",...display'd in a heroick stanza occasion'd by his happy accession to the crown. whereunto his [sic] annexed a congratulation to both their majesties by way of an ode ... by t. r. d. l,,,,,,"london : printed by john harefinch, 1685.",1685,london,printed by john harefinch,play
14608774,lsidyv338e6a9e,"milman, henry hart, 1791-1868.",Henry Hart Milman,https://www.wikidata.org/wiki/Q4269655,Q4269655,belshazzar. a dramatic poem. [electronic resource],belshazzar. a dramatic poem,,,,,,,"london, 1822.",1822,london,,play
14608775,lsidyv338e6ec7,"milman, henry hart, 1791-1868.",Henry Hart Milman,https://www.wikidata.org/wiki/Q4269655,Q4269655,the martyr of antioch: a dramatic poem. [electronic resource],the martyr of antioch: a dramatic poem,,,,,,,"london, 1822.",1822,london,,play
14608798,lsidyv33908845,j. w.,J. W,https://www.wikidata.org/wiki/Q108922403,Q108922403,"shaksperiana. catalogue of all the books, pamphlets, &c., relating to shakespeare. to which are subjoined, an account of the early quarto editions of the great dramatist's plays and poems, the prices at which many copies have sold ... together with a list of the leading ... editions of shakspeare's collected works. [by j. w., i.e. john wilson.] [electronic resource]","shaksperiana. catalogue of all the books, pamphlets, &c., relating to shakespeare","to which are subjoined, an account of the early quarto editions of the great dramatist's plays and poems, the prices at which many copies have sold, together with a list of the leading...editions of shakspeare's collected works. [by j. w., i.e. john wilson.]",,"shakespeare, william, 1564-1616 -- wilson, john, bookseller, of london.","shakespeare, william |wilson, john",,,"london, 1827.",1827,london,,play
14610164,lsidyv3395e313,,,,,"la curiosité; or, the gallanté show. displaying the following characters: a prime minister. an archbishop. a trading justice. a modern physician. a man and wife. a publican. a country squire. a pettifogger. a coquette. a romish priest. and a french emigrant. [in verse.] [electronic resource]","la curiosité; or, the gallanté show. displaying the following characters: a prime minister. an archbishop. a trading justice. a modern physician. a man and wife. a publican. a country squire. a pettifogger. a coquette. a romish priest. and a french emigrant",[in verse.],,,,,,"london : j. hamilton, 1797.",1797,london,j. hamilton,play
14610196,lsidyv33945d55,,,,,rodolph; a dramatic fragment. stanzas in continuation of “don juan” and other poems. by a minor. [electronic resource],rodolph; a dramatic fragment,stanzas in continuation of “don juan” and other poems. by a minor,,,,,,"london, 1832.",1832,london,,play
14616534,lsidyv34944eab,"baker, h. p.","baker, h. p",,,"king james i. a play, etc. [electronic resource]","king james i. a play, etc.",,,,,,,"oxford : w. j. gatchfield, 1899.",1899,oxford,w. j. gatchfield,play
14616585,lsidyv34ebaf83,"bundle, jacob, pseud.","bundle, jacob",,,"lord blue beard; or, the crim-tartar, a naturalised british subject: a dramatic medley. [electronic resource]","lord blue beard; or, the crim-tartar, a naturalised british subject: a dramatic medley",,,,,,,"[london?] printed for the author, 1858.",1858,london,printed for the author,play
14616586,lsidyv3492f452,"burnand, f. c. (francis cowley), 1836-1917.",F. C. Burnand,https://www.wikidata.org/wiki/Q5217819,Q5217819,"“pickwick.” a dramatic cantata in one act, etc. [based on an incident in dickens' novel.] [electronic resource]","“pickwick.” a dramatic cantata in one act, etc.",[based on an incident in dickens' novel.],,"dickens, charles, 1812-1870","dickens, charles",,,"london : boosey & co., [1889.].",1889,london,boosey & co.,play
14616589,lsidyv3492ebb8,"burton, c. s.","burton, c. s",,,phyllis: a pastoral play in one act. [electronic resource],phyllis: a pastoral play in one act,,,,,,,"shrewsbury : bunny & davies, [1887.].",1887,shrewsbury,bunny & davies,play
14616598,lsidyv3493696e,"c., w. m.",William Macbride Childs,https://www.wikidata.org/wiki/Q8014980,Q8014980,hymenæus: a drama. in two acts. by w. m. c. [in verse.] [electronic resource],hymenæus: a drama. in two acts,by w. m. c. [in verse.],,,,,,"london : henry richards, [1840?].",1840,london,henry richards,play
14616617,lsidyv345b2192,,,,,"a dramatic address, together with two prologues and two epilogues, spoken at the theatre-royal, cheltenham, etc. [by e. b. impey.] [electronic resource]","a dramatic address, together with two prologues and two epilogues","spoken at the theatre-royal, cheltenham, etc.[by e. b. impey.]",,"impey, elijah barwell.","impey, elijah barwell",,,"cheltenham : j. k. & s. griffith, [1815?].",1815,cheltenham,j. k. & s. griffith,play
14616629,lsidyv34ecae10,"cole, owen blayney.",Owen Blayney Cole,https://www.wikidata.org/wiki/Q75286384,Q75286384,"the naughty lions, a german newspaper story. arranged and dramatized by o. b. cole. [with a portrait.] [electronic resource]","the naughty lions, a german newspaper story. arranged and dramatized by o. b. cole",[with a portrait.],,,,,,"portishead, 1881.",1881,portishead,,play
14616650,lsidyv352c53df,,,,,"the dalesman: a drama, in six acts. [in verse.] [electronic resource]","the dalesman: a drama, in six acts",[in verse.],,,,,,"london : james ridgway & sons, 1836.",1836,london,james ridgway & sons,play
14616651,lsidyv34934392,,,,,the coronation of david. [a play.] written in m.dcc.lxiii. by a sussex clergyman [i.e. joseph wise]. ms. note. [electronic resource],the coronation of david,[a play.] written in m.dcc.lxiii. by a sussex clergyman [i.e. joseph wise]. ms. note,,"wise, joseph.","wise, joseph",,"David, King of Israel","lewes : william lee, 1766.",1766,lewes,william lee,play
14616660,lsidyv34ecaf2d,,,,,"the exile of calauria; or, the last days of demosthenes. [a drama, in verse, by stratford canning, viscount stratford de redcliffe.] ms. corrections [by the author]. [electronic resource]","the exile of calauria; or, the last days of demosthenes","[a drama, in verse, by stratford canning, viscount stratford de redcliffe.] ms. corrections [by the author]",,"stratford de redcliffe, stratford canning, viscount, 1786-1880.","stratford de redcliffe, stratford canning,",,,"] london : [printed for private circulation, [1872.].",1872,london,printed for private circulation,play
14616666,lsidyv34ebf0a6,"dibdin, charles, 1745-1814.",Charles Dibdin,https://www.wikidata.org/wiki/Q1064116,Q1064116,"[the deserter; a new musical drama, etc. [based on “le déserteur” of michel jean sedaine.]] [electronic resource]","the deserter; a new musical drama, etc.",[based on “le déserteur” of michel jean sedaine.],,,,,,"london, [c.1815] j. barker.",1815,london,j. barker,play
14616676,lsidyv349cef21,"dimond, william.",William Dimond,https://www.wikidata.org/wiki/Q18546954,Q18546954,"the bride of abydos, a tragick play, in three acts, etc. [electronic resource]","the bride of abydos, a tragick play, in three acts, etc.",,,"byron, george gordon byron, baron, 1788-1824","byron, george gordon byron, baron",,,"london : -74. richard white; t. earle, 1818.",1818,london,richard white | t. earle,play
14616678,lsidyv349b6375,"dorn, thomas.","dorn, thomas",,,"solomon's temple: a grand dramatic oratorio, in three parts, etc. [electronic resource]","solomon's temple: a grand dramatic oratorio, in three parts, etc.",,,,,,,"[st. helier,] jersey, 1871.",1871,"st. helier, jersey",,play
14616713,lsidyv349367e8,"formby, henry.",Henry Formby,https://www.wikidata.org/wiki/Q15453047,Q15453047,a short easter mystery play. the company of the holy women companions of jesus. a drama with chorus and music. [electronic resource],a short easter mystery play. the company of the holy women companions of jesus,a drama with chorus and music,,,,,,"london : burns and oates, 1881.",1881,london,burns and oates,play
14616716,lsidyv3498cf3c,"fricker, thomas.","fricker, thomas",,,"st. leonard's priory, a dramatic legend of stamford in the olden time. in two acts [and in prose]. [electronic resource]","st. leonard's priory, a dramatic legend of stamford in the olden time. in two acts",[and in prose],,,,,,"stamford, 1838.",1838,stamford,,play
14616720,lsidyv34ec67fb,,,,,"the gamblers, a new melo-drama, in two acts [and in prose] of peculiar interest as performed ... at the new surrey theatre. [by h. m. milner?] [electronic resource]","the gamblers, a new melo-drama, in two acts",at the new surrey theatre. [by h. m. milner?]... [and in prose] of peculiar interest as performed,,"milner, h. m. (henry m.)","milner, henry m.",,,"[london : j. lowndes, 1824.].",1824,london,j. lowndes,play
14616724,lsidyv35083e68,"scott-gatty, alfred, 1847-1918.",Alfred Scott-Gatty,https://www.wikidata.org/wiki/Q2645894,Q2645894,the three bears. a musical play in two acts. the dances composed by n. c. gatty. [electronic resource],the three bears. a musical play in two acts,the dances composed by n. c. gatty,,,,,,"london : boosey & co., 1896.",1896,london,boosey & co.,play
14616734,lsidyv34ec0065,,,,,"airs, choruses, etc. etc. in the new dramatick legend call'd the g. k., or, the giant-mountains, etc. [electronic resource]","airs, choruses, etc. etc. in the new dramatick legend call'd the g. k., or, the giant-mountains, etc.",,,,,,,"london, [1819.]",1819,london,,play
14616738,lsidyv34ec6e5b,"goody, a. duncan.","goody, a. duncan",,,esther. a drama in verse. [electronic resource],esther. a drama in verse,,,,,,,"london : simpkin, marshall & co., 1899.",1899,london,simpkin marshall & co.,play
14616743,lsidyv34eba1f1,"gosse, edmund, 1849-1928.",Edmund Gosse,https://www.wikidata.org/wiki/Q742371,Q742371,"the unknown lover. a drama [in verse] for private acting, with an essay on the chamber drama in england. [electronic resource]",the unknown lover. a drama,"[in verse] for private acting, with an essay on the chamber drama in england",,,,,,"london : chatto & windus, 1878.",1878,london,chatto & windus,play
14616745,lsidyv34ec9263,"grant, daniel, m.p.","grant, daniel",,,the money lender. a drama [in three acts and in prose]. [electronic resource],the money lender. a drama,[in three acts and in prose],,,,,,"london : morton & co., [1890.].",1890,london,morton & co.,play
14616758,lsidyv350982f7,"jones, sidney, 1861-1946.","jones, sidney",,,the geisha : a story of a tea house : a japanese musical play / words by owen hall ; music by sidney jones ; lyrics by harry greenbank. [electronic resource],the geisha : a story of a tea house : a japanese musical play,words by owen hall ; music by sidney jones ; lyrics by harry greenbank,,"hall, owen, 1853-1907. -- greenbank, harry.","hall, owen |greenbank, harry",,,"london : ascherberg, hopwood & crew, [1897.]",1897,london,"ascherberg, hopwood & crew",play
14616767,lsidyv34935024,"baron-wilson, cornwell, mrs., 1797-1846.","baronwilson, cornwell",,,"the maid of switzerland, a romantic drama, in one act [and in prose]. [electronic resource]","the maid of switzerland, a romantic drama, in one act",[and in prose],,,"Duncombe's 'Minor British Drama', no. 19.",,,"] printed and published by john duncombe & co. : [london, [1834?].",1834,london,printed and published by john duncombe & co.,play
14616771,lsidyv34ed0fc0,"hatton, joseph, 1841-1907.",Joseph Hatton,https://www.wikidata.org/wiki/Q6283843,Q6283843,"two may days, a new and original drama, in two acts [and in prose]. founded upon the author's novel of “bitter sweets,” etc. [electronic resource]","two may days, a new and original drama, in two acts","[and in prose]. founded upon the author's novel of “bitter sweets,” etc.",,,,,,"london, 1871.",1871,london,,play
14616773,lsidyv349bf081,"hay, frank, and bulloch (john malcolm)","hay, frank, john malcolm",,,misunderstandings. [a drama.] [electronic resource],misunderstandings,[a drama.],,"bulloch, john malcolm.","bulloch, john malcolm",,,"privately printed, 1889.",1889,,privately printed,play
14616775,lsidyv34ecb49d,"hayes, frederick william.",Frederick William Hayes,https://www.wikidata.org/wiki/Q19974827,Q19974827,doris. original play in three acts. [electronic resource],doris. original play in three acts,,,,,,,"london : platrier & sons, 1884.",1884,london,platrier & sons,play
14616797,lsidyv34940375,"hook, theodore edward, 1788-1841.",Theodore Hook,https://www.wikidata.org/wiki/Q2117649,Q2117649,music-mad. a dramatic sketch [in one act and in prose]. [electronic resource],music-mad. a dramatic sketch,[in one act and in prose],,,,,,"london, 1808.",1808,london,,play
14616809,lsidyv34ffaa09,"hueffer, francis.","hueffer, francis",,,"colomba, a lyrical drama, in four acts, founded on prosper mérimée's tale. by f. h. [electronic resource]","colomba, a lyrical drama, in four acts",founded on prosper mérimée's tale. by f. h,,"mérimée, prosper.","mérimée, prosper",,,"london : tinsley bros., 1883.",1883,london,tinsley bros.,play
14616814,lsidyv3493ee2e,"imray, i. w.","imray, i. w",,,"altamont; a philosophical drama, in two acts [and in verse], etc. [electronic resource]","altamont; a philosophical drama, in two acts","[and in verse], etc.",,,,,,"london, 1828.",1828,london,,play
14616817,lsidyv349b572a,"inman, james williams.","inman, james williams",,,"orioma, the reclaimed: a drama in three acts [and in verse]. [electronic resource]","orioma, the reclaimed: a drama in three acts",[and in verse],,,,,,"grantham, [1858.]",1858,grantham,,play
14616818,lsidyv350a19df,"inniss, lewis osborn.","inniss, lewis osborn",,,"carmelita, the belle of san josé drama. [electronic resource]","carmelita, the belle of san josé drama",,,,,,,"port of spain : “daily news” typ., 1897.",1897,port of spain,“daily news” typ.,play
14616819,lsidyv349bc022,"inniss, lewis osborn.","inniss, lewis osborn",,,"“mura,” the cacique's daughter. a drama in 5 acts. [electronic resource]","“mura,” the cacique's daughter. a drama in 5 acts",,,,,,,"port-of-spain : “daily news” office, 1898.",1898,port of spain,“daily news” office,play
14616823,lsidyv34ed3c82,"jackson, e. maude.","jackson, e. maude",,,plays for my pupils. in prose and verse.] [electronic resource],plays for my pupils. in prose and verse.],,,,,,,"london : e. stanford, 1893.",1893,london,e. stanford,play
14616825,lsidyv346d641a,"jackson, zachariah.","jackson, zachariah",,,"a few concise examples of seven hundred errors in shakespeare's plays, now corrected and elucidated, etc. [electronic resource]","a few concise examples of seven hundred errors in shakespeare's plays, now corrected and elucidated, etc.",,,"shakespeare, william, 1564-1616","shakespeare, william",,,"london : j. harper, 1818.",1818,london,j. harper,play
14616831,lsidyv3498ba34,"jerrold, douglas william, 1803-1857",Douglas William Jerrold,https://www.wikidata.org/wiki/Q327049,Q327049,a heart of gold: a drama in three acts [and in prose]. [electronic resource],a heart of gold: a drama in three acts,[and in prose],,,,,,"london, 1854.",1854,london,,play
14616839,lsidyv3493b64c,,,,,"airs, duetts, chorusses, etc., etc. in the new musical drama [in three acts], called kamtchatka; or the slave's tribute. [electronic resource]","airs, duetts, chorusses, etc., etc. in the new musical drama,, called kamtchatka; or the slave's tribute",[in three acts],,,,,,"london, [1815?]",1815,london,,play
14616876,lsidyv349c6d78,,,,,vamba: an historical drama [in verse]. by luigi. [electronic resource],vamba: an historical drama,[in verse]. by luigi,,,,,,"geneva : r. burkhardt, [1897.].",1897,geneva,r. burkhardt,play
14616879,lsidyv34995537,"m., m.","m., m",,,cinderella: a play in rhyme for children. by m. m. with illustrations. [electronic resource],cinderella: a play in rhyme for children,. by m. m. with illustrations,,,,,,"london, [1871.]",1871,london,,play
14616887,lsidyv349d1afa,"mackett, john, playwright.","mackett, john",,,"nehemiah, a sacred drama in six parts [and in verse]. to which is added , a paraphrase on the seventy-third psalm. considerations on the fifty-third chapter of isaiah. and a paraphrase on the lord's prayer [in verse]. [electronic resource]","nehemiah, a sacred drama in six parts","[and in verse]. to which is added , a paraphrase on the seventy-third psalm. considerations on the fifty-third chapter of isaiah. and a paraphrase on the lord's prayer [in verse]",,,,,,"rochester, [1793.]",1793,rochester,,play
14616888,lsidyv350a6705,"macnaghten, hugh vibart.",Hugh Macnaghten,https://www.wikidata.org/wiki/Q52155712,Q52155712,"the children of sparta. [a play, in verse.] [electronic resource]",the children of sparta,"[a play, in verse.]",,,,,,"eton : r. i. drake, 1897.",1897,eton,r. i. drake,play
14616889,lsidyv3492e97e,"magnay, william.","magnay, william",,,“honi soit.” an original play in four acts [and in prose]. [electronic resource],“honi soit.” an original play in four acts,[and in prose],,,,,,"[london, 1887.]",1887,london,,play
14616897,lsidyv349c34d5,"marston, john westland.",John Westland Marston,https://www.wikidata.org/wiki/Q711012,Q711012,"a life's ransom. a play in five acts [and in verse], etc. [electronic resource]",a life's ransom. a play in five acts,"[and in verse], etc.",,,,,,"london : c. mitchell, 1857.",1857,london,c. mitchell,play
14616906,lsidyv3492e399,"meilhac, henri, 1831-1897.",Henri Meilhac,https://www.wikidata.org/wiki/Q723648,Q723648,"the grasshopper. a drama in three acts [and in prose]. adapted from “la cigale,” by mm. meilhac and halévy, by j. hollingshead. [electronic resource]",the grasshopper. a drama in three acts,"[and in prose]. adapted from “la cigale,” by mm. meilhac and halévy, by j. hollingshead",,"halévy, ludovic, 1834-1908. -- hollingshead, john.","halévy, ludovic |hollingshead, john",,,"printed for private circulation. london, [1877.]",1877,london,printed for private circulation.,play
14616911,lsidyv3506b967,"merritt, catharine nina.","merritt, catharine nina",,,“when george the third was king.” an historical drama in iii. acts. [electronic resource],“when george the third was king.” an historical drama in iii. acts,,,,,,,"toronto : rowsell & hutchinson, 1897.",1897,toronto,rowsell & hutchinson,play
14616913,lsidyv3498f4a5,"metastasio, pietro, 1698-1782.",Pietro Metastasio,https://www.wikidata.org/wiki/Q29473,Q29473,"the innocent usurper, a musical drama [in three acts and in verse]. founded upon the demofoonte of metastasio. as offered to the managers of covent-garden theatre, june 1819. by an amateur (j. w. s.). [electronic resource]","the innocent usurper, a musical drama","[in three acts and in verse]. founded upon the demofoonte of metastasio. as offered to the managers of covent-garden theatre, june 1819. by an amateur (j. w. s.)",,"s., j. w.","s., j. w.",,,"london, 1821.",1821,london,,play
14616914,lsidyv349bdf27,"miller, richard combe.",Richard Combe Miller,https://www.wikidata.org/wiki/Q76075636,Q76075636,"historical tableaux for dramatic representation ... illustrated by w. wontner, etc. [electronic resource]",historical tableaux for dramatic representation,"illustrated by w. wontner, etc...",,"wontner, william.","wontner, william",,,"london : hatchards, 1888.",1888,london,hatchards,play
14616916,lsidyv34ec72f9,"mitchell, w. s.","mitchell, w. s",,,"the klondike: or, the experience of a winter in the klondike. a play. [electronic resource]","the klondike: or, the experience of a winter in the klondike. a play",,,,,,,"[printed in canada], 1898.",1898,canada,printed in canada,play
14616946,lsidyv34ed425f,"ogilvie, g. stuart.",Glencairn Stuart Ogilvie,https://www.wikidata.org/wiki/Q123753070,Q123753070,"hypatia: a play, in four acts [and in prose and verse]. founded on charles kingsley's novel. [electronic resource]","hypatia: a play, in four acts",[and in prose and verse]. founded on charles kingsley's novel,,"kingsley, charles, 1819-1875","kingsley, charles",,,"london : w. heinemann, 1894.",1894,london,w. heinemann,play
14616967,lsidyv346e76e3,,,,,"il pastore incantato; or the enchanted shepherd; a drama: pompeii, and other poems. by a student of the temple [i.e. joseph beldam.] etc. [electronic resource]","il pastore incantato; or the enchanted shepherd; a drama: pompeii, and other poems.",by a student of the temple [i.e. joseph beldam.] etc.,,"beldam, joseph.","beldam, joseph",,,"london, 1824.",1824,london,,play
14616999,lsidyv34eba33e,"pritchard, h. baden.","pritchard, h. baden",,,dangerfield: a drama in three acts [and in prose]. [electronic resource],dangerfield: a drama in three acts,[and in prose],,,,,,"london, 1878.",1878,london,,play
14617000,lsidyv34af3c9e,"procter, w. t.","procter, w. t",,,"joseph, a sacred drama [in five acts and in verse]. [electronic resource]","joseph, a sacred drama",[in five acts and in verse],,,,,,"burton-upon-trent, 1802.",1802,burton-upon-trent,,play
14617015,lsidyv34ebb444,"reece, robert, dramatist.","reece, robert",,,valentine and orson. a new burlesque drama [in two acts and in verse]. [electronic resource],valentine and orson. a new burlesque drama,[in two acts and in verse],,,,,,"london, 1882.",1882,london,,play
14617030,lsidyv34ecdbf6,"robertson, thomas william, the elder.","robertson, thomas william, the elder",,,[war.] a drama. [electronic resource],war. a drama,,,,,,,[1871].,1871,,,play
14617033,lsidyv349c7b94,"jarnac, philippe-ferdinand-auguste de rohan-chabot, comte de, 1815-1875.",Philippe de Rohan-Chabot,https://www.wikidata.org/wiki/Q3380999,Q3380999,"the lost one restored, a dramatic vision. [electronic resource]","the lost one restored, a dramatic vision",,,,,,,"worksop : printed for the author, 1867.",1867,,worksop : printed for the author,play
14617034,lsidyv349c7d86,"jarnac, philippe-ferdinand-auguste de rohan-chabot, comte de, 1815-1875.",Philippe de Rohan-Chabot,https://www.wikidata.org/wiki/Q3380999,Q3380999,"a man-servant, an original tragic drama. [electronic resource]","a man-servant, an original tragic drama",,,,,,,"worksop : printed for the author, 1866.",1866,,worksop : printed for the author,play
14617035,lsidyv349c7e7f,"jarnac, philippe-ferdinand-auguste de rohan-chabot, comte de, 1815-1875.",Philippe de Rohan-Chabot,https://www.wikidata.org/wiki/Q3380999,Q3380999,"mendoza, an original tragic drama. [electronic resource]","mendoza, an original tragic drama",,,,,,,"worksop : printed for the author, 1866.",1866,,worksop : printed for the author,play
14617052,lsidyv3493719b,w. s.,w. s,,,"persephone, or, the return of spring. [a dramatic poem.] w. s. [electronic resource]","persephone, or, the return of spring",[a dramatic poem.] w. s,,,,,,"edinburgh : [privately printed, 1880?].",1880,edinburgh,privately printed,play
14617061,lsidyv3493ec3c,,,,,"the sea-captain; or, the birthright: a drama in five acts [and in prose and verse]. by the author of “the lady of lyons,” “richelieu,” &c. [edward, lord lytton.] [electronic resource]","the sea-captain; or, the birthright: a drama in five acts","[and in prose and verse]. by the author of “the lady of lyons,” “richelieu,” &c. [edward, lord lytton.]",,"lytton, edward bulwer lytton, baron, 1803-1873.","lytton, edward bulwer lytton, baron",,,"london : saunders and otley, 1839.",1839,london,saunders and otley,play
14617069,lsidyv349ba3be,"shakespeare, william, 1564-1616",William Shakespeare,https://www.wikidata.org/wiki/Q692,Q692,"the grimaldi shakspere. notes and emendations on the plays of shakspere, from a recently-discovered annotated copy by the late j. grimaldi. [a skit.] [electronic resource]",the grimaldi shakspere,"notes and emendations on the plays of shakspere, from a recently-discovered annotated copy by the late j. grimaldi. [a skit.]",,"grimaldi, joseph, pseud.","grimaldi, joseph",,,"london : j. russell smith, 1853.",1853,london,j. russell smith,play
14617080,lsidyv3493dbff,,,,,"airs, duets, chorusses, etc. in the slave; a new musical drama in three acts ... the ... musick ... by mr. bishop [the words by t. morton]. [electronic resource]","airs, duets, chorusses, etc. in the slave; a new musical drama in three acts",the...musick ... by mr. bishop [the words by t. morton],,"morton, thomas, 1764-1838","morton, thomas",,,"london, 1816.",1816,london,,play
14617087,lsidyv34ec3a8f,"soane, george.",George Soane,https://www.wikidata.org/wiki/Q16066130,Q16066130,"self-sacrifice; or, the maid of the cottage; a melo-drama in two acts [and in prose]. [electronic resource]","self-sacrifice; or, the maid of the cottage; a melo-drama in two acts",[and in prose],,,,,,"london, 1819.",1819,london,,play
14617091,lsidyv349c21cf,"spence, e., of surbiton.","spence, e",,,"little plays for little folks, etc. vol. 1. [electronic resource]","little plays for little folks, etc. vol. 1",,,,,,,"surbiton : bull & son, [1880.].",1880,surbiton,bull & son,play
14617110,lsidyv350b2ad0,"tanner, james t.","tanner, james t",,,"the ballet girl; a musical play in two acts ... lyrics by adrian ross, etc. [electronic resource]",the ballet girl; a musical play in two acts,"lyrics by adrian ross, etc...",,"ross, adrian, 1859-1933.","ross, adrian",,,"london : enoch & sons, [1897.].",1897,london,enoch & sons,play
